Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250050-València - Bulevard Sud
	
FECHA	HORA	SO2	NO	NO2	NOx	O3
		µg/m³	µg/m³	µg/m³	µg/m³	µg/m³
29/02/2024	22	3	4	4	9	73
29/02/2024	23	3	3	4	9	93
01/03/2024	00	3	3	4	9	89
01/03/2024	01	3	3	4	9	84
01/03/2024	02	3	3	4	9	84
01/03/2024	03	3	3	4	9	81
01/03/2024	04	3	3	4	9	75
01/03/2024	05	3	3	4	9	73
01/03/2024	06	3	3	10	15	60
01/03/2024	07	3	3	14	19	53
01/03/2024	08	3	4	13	19	52
01/03/2024	09	3	3	5	9	66
01/03/2024	10	3	4	6	11	68
01/03/2024	11	3	4	5	11	71
01/03/2024	12	3	4	4	10	77
01/03/2024	13	3	4	5	10	78
01/03/2024	14	3	4	4	9	79
01/03/2024	15	3	4	4	9	81
01/03/2024	16	3	4	4	9	82
01/03/2024	17	3	4	4	9	80
01/03/2024	18	3	4	4	9	81
01/03/2024	19	3	4	5	11	76
01/03/2024	20	3	4	13	18	68
01/03/2024	21	3	4	17	22	61
01/03/2024	22	3	4	8	14	69
01/03/2024	23	3	4	5	10	68
02/03/2024	00	3	3	9	14	57
02/03/2024	01	3	3	6	11	59
02/03/2024	02	3	3	4	9	63
02/03/2024	03	3	3	4	9	63
02/03/2024	04	3	3	4	9	59
02/03/2024	05	3	3	4	9	60
02/03/2024	06	3	3	4	9	59
02/03/2024	07	3	3	4	9	61
02/03/2024	08	3	3	4	9	60
02/03/2024	09	3	3	4	9	65
02/03/2024	10	3	3	4	9	71
02/03/2024	11	3	4	4	9	78
02/03/2024	12	3	4	4	9	82
02/03/2024	13	3	4	4	9	84
02/03/2024	14	3	4	4	9	85
02/03/2024	15	3	4	4	9	85
02/03/2024	16	3	4	4	9	84
02/03/2024	17	3	4	4	9	84
02/03/2024	18	3	4	4	10	84
02/03/2024	19	3	4	4	9	82
02/03/2024	20	3	4	4	9	84
02/03/2024	21	3	4	4	9	82
02/03/2024	22	3	4	4	9	94
02/03/2024	23	3	3	4	9	110
03/03/2024	00	3	3	5	11	102
03/03/2024	01	3	3	4	9	96
03/03/2024	02	3	3	4	9	90
03/03/2024	03	3	3	4	8	86
03/03/2024	04	3	3	4	8	83
03/03/2024	05	3	3	4	8	82
03/03/2024	06	3	3	4	8	80
03/03/2024	07	3	3	4	8	75
03/03/2024	08	3	3	4	8	75
03/03/2024	09	3	3	4	8	76
03/03/2024	10	3	3	4	8	78
03/03/2024	11	3	3	4	9	80
03/03/2024	12	3	3	4	9	81
03/03/2024	13	3	3	4	9	82
03/03/2024	14	3	4	4	9	82
03/03/2024	15	3	4	4	9	85
03/03/2024	16	3	4	4	10	87
03/03/2024	17	3	4	4	9	88
03/03/2024	18	3	4	4	9	87
03/03/2024	19	3	3	4	9	83
03/03/2024	20	3	3	4	9	79
03/03/2024	21	3	3	4	9	75
03/03/2024	22	3	3	4	9	75
03/03/2024	23	3	3	4	9	71
04/03/2024	00	3	3	5	9	62
04/03/2024	01	3	3	5	10	51
04/03/2024	02	3	3	4	9	58
04/03/2024	03	3	3	4	9	55
04/03/2024	04	3	3	4	8	61
04/03/2024	05	3	3	4	8	60
04/03/2024	06	3	3	4	9	52
04/03/2024	07	3	3	9	14	45
04/03/2024	08	3	3	8	13	49
04/03/2024	09	3	3	10	15	48
04/03/2024	10	3	3	6	10	53
04/03/2024	11	3	3	5	10	55
04/03/2024	12	3	4	4	9	62
04/03/2024	13	3	3	4	9	64
04/03/2024	14	3	4	4	9	64
04/03/2024	15	3	4	4	9	62
04/03/2024	16	3	4	8	13	56
04/03/2024	17	3	4	17	22	45
04/03/2024	18	3	4	11	17	56
04/03/2024	19	3	4	4	9	66
04/03/2024	20	3	4	4	9	64
04/03/2024	21	3	4	6	11	56
04/03/2024	22	3	4	4	10	60
04/03/2024	23	3	4	4	10	58
05/03/2024	00	3	3	4	9	64
05/03/2024	01	3	3	4	9	64
05/03/2024	02	3	3	4	9	61
05/03/2024	03	3	3	4	9	63
05/03/2024	04	5	3	4	9	57
05/03/2024	05	5	3	5	10	46
05/03/2024	06	3	3	22	27	25
05/03/2024	07	3	7	34	43	14
05/03/2024	08	3	39	44	105	8
05/03/2024	09	3	15	29	52	28
05/03/2024	10	3	5	5	13	58
05/03/2024	11	3	4	4	9	74
05/03/2024	12	3	3	4	9	76
05/03/2024	13	3	4	4	9	79
05/03/2024	14	3	4	6	12	77
05/03/2024	15	3	11	27	44	61
05/03/2024	16	3	4	8	14	85
05/03/2024	17	3	4	13	19	86
05/03/2024	18	3	4	12	18	84
05/03/2024	19	3	4	8	14	82
05/03/2024	20	3	5	25	32	59
05/03/2024	21	3	6	45	54	31
05/03/2024	22	3	3	18	23	54
05/03/2024	23	3	3	7	12	71
06/03/2024	00	3	3	5	10	70
06/03/2024	01	3	3	10	14	48
06/03/2024	02	3	3	6	11	48
06/03/2024	03	3	3	5	10	45
06/03/2024	04	3	3	6	10	41
06/03/2024	05	3	3	12	17	34
06/03/2024	06	3	5	37	43	11
06/03/2024	07	3	34	45	96	2
06/03/2024	08	4	79	51	171	3
06/03/2024	09	3	33	36	87	15
06/03/2024	10	3	17	23	48	36
06/03/2024	11	3	7	14	24	65
06/03/2024	12	3	5	8	15	81
06/03/2024	13	3	10	18	33	74
06/03/2024	14	3	10	20	35	71
06/03/2024	15	3	9	17	30	72
06/03/2024	16	3	7	20	31	75
06/03/2024	17	3	5	21	29	78
06/03/2024	18	3	4	15	21	80
06/03/2024	19	3	5	27	34	68
06/03/2024	20	3	4	28	34	61
06/03/2024	21	3	4	15	21	68
06/03/2024	22	3	4	13	19	68
06/03/2024	23	3	3	8	13	73
07/03/2024	00	3	3	15	20	49
07/03/2024	01	3	3	9	14	53
07/03/2024	02	3	3	6	11	56
07/03/2024	03	3	3	5	10	52
07/03/2024	04	3	3	6	10	52
07/03/2024	05	3	3	11	16	42
07/03/2024	06	3	3	26	31	28
07/03/2024	07	3	31	61	109	2
07/03/2024	08	3	46	59	129	3
07/03/2024	09	3	20	37	67	28
07/03/2024	10	3	6	16	25	58
07/03/2024	11	3	4	12	18	69
07/03/2024	12	3	5	11	18	76
07/03/2024	13	3	4	6	12	88
07/03/2024	14	3	5	8	16	83
07/03/2024	15	3	5	9	16	86
07/03/2024	16	3	5	10	17	83
07/03/2024	17	3	6	14	22	79
07/03/2024	18	3	6	17	26	76
07/03/2024	19	3	6	17	25	75
07/03/2024	20	3	6	15	24	73
07/03/2024	21	3	4	13	19	68
07/03/2024	22	3	4	10	15	70
07/03/2024	23	3	4	9	14	69
08/03/2024	00	3	4	7	12	59
08/03/2024	01	3	3	4	9	69
08/03/2024	02	3	3	4	9	82
08/03/2024	03	3	3	4	9	82
08/03/2024	04	3	3	4	9	79
08/03/2024	05	3	3	4	9	79
08/03/2024	06	3	3	4	9	72
08/03/2024	07	3	3	8	12	59
08/03/2024	08	3	3	6	11	62
08/03/2024	09	3	3	4	9	70
08/03/2024	10	3	3	4	9	73
08/03/2024	11	3	4	4	9	73
08/03/2024	12	3	4	4	9	73
08/03/2024	13	3	4	4	9	72
08/03/2024	14	3	4	4	9	75
08/03/2024	15	3	4	4	9	75
08/03/2024	16	3	4	4	9	74
08/03/2024	17	3	4	4	9	73
08/03/2024	18	3	4	4	9	73
08/03/2024	19	3	4	6	11	68
08/03/2024	20	3	4	20	26	54
08/03/2024	21	3	4	6	12	68
08/03/2024	22	3	3	19	24	49
08/03/2024	23	3	3	5	10	76
09/03/2024	00	3	3	11	16	55
09/03/2024	01	3	3	8	13	59
09/03/2024	02	3	3	7	12	60
09/03/2024	03	3	3	14	19	47
09/03/2024	04	3	3	15	20	38
09/03/2024	05	3	3	13	18	33
09/03/2024	06	3	3	7	12	34
09/03/2024	07	3	5	27	35	22
09/03/2024	08	3	16	39	64	10
09/03/2024	09	3	6	19	28	36
09/03/2024	10	3	3	9	14	51
09/03/2024	11	3	3	4	9	76
09/03/2024	12	3	3	4	9	75
09/03/2024	13	3	3	4	9	71
09/03/2024	14	3	3	4	9	70
09/03/2024	15	3	3	4	9	77
09/03/2024	16	3	3	4	9	80
09/03/2024	17	3	3	4	9	77
09/03/2024	18	3	3	4	9	77
09/03/2024	19	3	3	4	9	71
09/03/2024	20	3	3	4	9	69
09/03/2024	21	3	3	4	9	73
09/03/2024	22	3	3	4	9	76
09/03/2024	23	3	3	4	8	78
10/03/2024	00	3	3	4	9	78
10/03/2024	01	3	3	4	8	82
10/03/2024	02	3	3	4	8	84
10/03/2024	03	3	3	4	8	77
10/03/2024	04	3	3	4	8	76
10/03/2024	05	3	3	4	8	74
10/03/2024	06	3	3	4	8	75
10/03/2024	07	3	3	4	9	73
10/03/2024	08	3	3	4	9	74
10/03/2024	09	3	3	4	9	76
10/03/2024	10	3	3	4	9	80
10/03/2024	11	3	3	4	9	80
10/03/2024	12	3	4	4	9	80
10/03/2024	13	3	4	4	9	79
10/03/2024	14	3	4	4	9	79
10/03/2024	15	3	4	4	9	80
10/03/2024	16	3	4	4	9	84
10/03/2024	17	3	4	4	9	83
10/03/2024	18	3	4	4	9	80
10/03/2024	19	3	4	7	12	66
10/03/2024	20	3	4	5	11	67
10/03/2024	21	3	3	4	9	68
10/03/2024	22	3	3	4	9	71
10/03/2024	23	3	3	4	9	69
11/03/2024	00	3	3	4	9	65
11/03/2024	01	3	3	4	9	62
11/03/2024	02	3	3	4	9	68
11/03/2024	03	3	3	4	9	69
11/03/2024	04	3	3	4	9	69
11/03/2024	05	3	3	4	9	61
11/03/2024	06	3	3	6	11	51
11/03/2024	07	3	3	19	24	35
11/03/2024	08	3	5	13	21	40
11/03/2024	09	3	4	8	14	48
11/03/2024	10	3	4	4	9	63
11/03/2024	11	3	4	4	9	74
11/03/2024	12	3	4	4	9	76
11/03/2024	13	3	4	4	9	79
11/03/2024	14	3	4	4	9	79
11/03/2024	15	3	4	4	10	79
11/03/2024	16	3	4	5	10	77
11/03/2024	17	3	4	10	16	71
11/03/2024	18	3	4	13	19	67
11/03/2024	19	3	6	35	44	46
11/03/2024	20	3	4	41	47	29
11/03/2024	21	3	4	26	31	43
11/03/2024	22	3	4	22	28	42
11/03/2024	23	3	4	9	15	53
12/03/2024	00	3	4	12	17	46
12/03/2024	01	3	3	8	14	47
12/03/2024	02	3	3	12	17	34
12/03/2024	03	3	3	7	12	41
12/03/2024	04	3	3	12	17	30
12/03/2024	05	3	3	14	19	29
12/03/2024	06	3	5	31	39	11
12/03/2024	07	3	29	47	92	2
12/03/2024	08	3	32	47	96	9
12/03/2024	09	3	27	34	75	21
12/03/2024	10	3	15	24	48	39
12/03/2024	11	3	9	18	32	56
12/03/2024	12	3	9	11	26	66
12/03/2024	13	3	5	7	15	78
12/03/2024	14	3	4	7	13	82
12/03/2024	15	3	4	5	12	85
12/03/2024	16	3	4	7	13	87
12/03/2024	17	3	4	8	14	87
12/03/2024	18	3	5	18	25	77
12/03/2024	19	3	9	37	50	52
12/03/2024	20	3	7	28	37	57
12/03/2024	21	3	4	25	32	56
12/03/2024	22	3	4	29	35	47
12/03/2024	23	3	7	45	56	25
13/03/2024	00	3	4	38	44	14
13/03/2024	01	3	3	12	17	33
13/03/2024	02	3	3	10	15	34
13/03/2024	03	3	3	5	10	39
13/03/2024	04	3	3	17	21	18
13/03/2024	05	3	3	22	27	10
13/03/2024	06	3	11	35	52	3
13/03/2024	07	3	71	46	155	1
13/03/2024	08	4	72	43	153	3
13/03/2024	09	3	62	47	143	8
13/03/2024	10	3	26	36	76	26
13/03/2024	11	3	22	39	72	38
13/03/2024	12	3	13	26	46	58
13/03/2024	13	3	7	19	30	74
13/03/2024	14	3	12	31	49	67
13/03/2024	15	3	9	16	30	79
13/03/2024	16	3	4	9	14	93
13/03/2024	17	5	4	8	14	91
13/03/2024	18	3	4	15	22	83
13/03/2024	19	3	5	20	27	75
13/03/2024	20	3	7	50	60	40
13/03/2024	21	3	9	61	74	25
13/03/2024	22	3	4	42	48	34
13/03/2024	23	3	12	52	70	10
14/03/2024	00	3	12	46	65	5
14/03/2024	01	3	3	35	41	10
14/03/2024	02	3	9	34	48	3
14/03/2024	03	3	3	22	27	11
14/03/2024	04	3	3	11	15	17
14/03/2024	05	3	7	28	39	2
14/03/2024	06	3	33	32	82	1
14/03/2024	07	3	61	38	131	1
14/03/2024	08	3	64	47	145	4
14/03/2024	09	3	35	41	95	15
14/03/2024	10	3	16	29	53	37
14/03/2024	11	3	6	14	24	59
14/03/2024	12	3	8	16	28	66
14/03/2024	13	3	16	33	57	51
14/03/2024	14	3	10	26	41	64
14/03/2024	15	3	7	18	28	76
14/03/2024	16	3	5	14	21	84
14/03/2024	17	3	6	22	32	79
14/03/2024	18	3	7	28	38	71
14/03/2024	19	3	6	41	51	60
14/03/2024	20	3	8	55	68	40
14/03/2024	21	3	10	82	97	11
14/03/2024	22	3	17	85	111	3
14/03/2024	23	3	8	70	82	8
15/03/2024	00	3	6	62	71	8
15/03/2024	01	3	8	54	66	5
15/03/2024	02	3	4	39	46	8
15/03/2024	03	3	3	36	42	19
15/03/2024	04	3	3	5	10	62
15/03/2024	05	3	3	7	12	56
15/03/2024	06	3	4	13	18	46
15/03/2024	07	3	30	55	101	6
15/03/2024	11	3	3	4	9	71
15/03/2024	12	3	3	5	10	76
15/03/2024	13	3	4	10	17	77
15/03/2024	14	3	5	8	15	76
15/03/2024	15	3	4	6	12	80
15/03/2024	16	3	3	6	11	82
15/03/2024	17	3	4	7	13	85
15/03/2024	18	3	4	16	23	80
15/03/2024	19	3	6	34	43	65
15/03/2024	20	4	13	56	76	37
15/03/2024	21	3	5	30	37	55
15/03/2024	22	3	4	54	60	23
15/03/2024	23	3	4	45	51	20
16/03/2024	00	3	3	17	22	38
16/03/2024	01	3	3	13	17	46
16/03/2024	02	3	3	6	11	52
16/03/2024	03	3	7	15	25	35
16/03/2024	04	3	3	16	21	28
16/03/2024	05	3	3	13	17	31
16/03/2024	06	3	3	19	23	22
16/03/2024	07	3	10	34	49	6
16/03/2024	08	4	17	28	54	16
16/03/2024	09	4	12	19	36	30
16/03/2024	10	4	9	14	28	41
16/03/2024	11	4	8	15	28	51
16/03/2024	12	6	26	43	83	36
16/03/2024	13	6	16	31	55	53
16/03/2024	14	4	7	13	23	63
16/03/2024	15	4	4	8	14	74
16/03/2024	16	4	3	12	17	87
16/03/2024	17	3	5	23	30	74
16/03/2024	18	3	4	22	28	79
16/03/2024	19	3	4	17	23	84
16/03/2024	20	3	4	29	35	74
16/03/2024	21	3	9	55	68	42
16/03/2024	22	4	4	61	66	16
16/03/2024	23	3	4	49	54	12
17/03/2024	00	3	3	29	33	24
17/03/2024	01	3	3	28	32	23
17/03/2024	02	3	5	41	49	10
17/03/2024	03	3	3	24	29	17
17/03/2024	04	3	3	23	28	13
17/03/2024	05	3	6	23	33	13
17/03/2024	06	4	21	33	64	2
17/03/2024	07	4	41	33	95	2
17/03/2024	08	4	21	26	58	12
17/03/2024	09	4	8	19	31	32
17/03/2024	10	4	14	28	49	38
17/03/2024	11	4	13	24	44	44
17/03/2024	12	4	5	12	20	66
17/03/2024	13	4	9	23	37	63
17/03/2024	14	4	5	17	25	69
17/03/2024	15	4	4	11	16	77
17/03/2024	16	3	3	7	12	83
17/03/2024	17	3	3	11	16	82
17/03/2024	18	3	3	16	21	74
17/03/2024	19	3	3	13	18	71
17/03/2024	20	3	3	21	26	68
17/03/2024	21	3	3	41	47	45
17/03/2024	22	5	4	55	61	30
17/03/2024	23	4	3	24	29	53
18/03/2024	00	4	4	41	47	34
18/03/2024	01	4	4	37	44	32
18/03/2024	02	4	6	31	40	35
18/03/2024	03	4	3	28	32	35
18/03/2024	04	5	3	29	34	20
18/03/2024	05	4	4	29	35	6
18/03/2024	06	5	30	30	77	1
18/03/2024	07	6	58	36	124	2
18/03/2024	08	6	67	48	149	5
18/03/2024	09	7	17	34	61	22
18/03/2024	10	7	33	39	89	20
18/03/2024	11	9	30	43	89	24
18/03/2024	12	9	18	38	66	45
18/03/2024	13	5	6	23	31	73
18/03/2024	14	5	10	32	47	72
18/03/2024	15	5	5	18	26	83
18/03/2024	16	4	3	10	15	94
18/03/2024	17	6	3	6	11	99
18/03/2024	18	3	3	7	11	99
18/03/2024	19	3	3	8	13	94
18/03/2024	20	3	4	13	18	89
18/03/2024	21	3	3	6	11	91
18/03/2024	22	3	3	5	9	89
18/03/2024	23	3	3	5	9	79
19/03/2024	00	3	3	5	9	74
19/03/2024	01	3	3	8	13	55
19/03/2024	02	3	3	13	18	30
19/03/2024	03	6	3	18	22	17
19/03/2024	04	4	3	17	21	15
19/03/2024	05	4	4	22	28	8
19/03/2024	06	3	7	29	39	1
19/03/2024	07	4	23	32	67	2
19/03/2024	08	3	7	18	28	24
19/03/2024	09	3	3	6	10	54
19/03/2024	10	3	4	6	12	65
19/03/2024	11	4	4	10	15	71
19/03/2024	12	3	3	5	10	84
19/03/2024	13	3	3	7	13	85
19/03/2024	14	3	3	6	11	89
19/03/2024	15	4	3	4	8	96
19/03/2024	16	3	3	5	10	97
19/03/2024	17	3	3	6	11	92
19/03/2024	18	3	3	6	11	91
19/03/2024	19	3	5	15	23	78
19/03/2024	20	3	3	9	13	85
19/03/2024	21	3	3	5	10	92
19/03/2024	22	3	3	9	14	84
19/03/2024	23	4	3	15	19	73
20/03/2024	00	3	3	8	13	79
20/03/2024	01	3	3	4	8	87
20/03/2024	02	3	3	4	9	77
20/03/2024	03	3	3	4	9	82
20/03/2024	04	4	3	4	8	83
20/03/2024	05	4	3	5	9	84
20/03/2024	06	3	3	6	11	73
20/03/2024	07	3	6	19	28	61
20/03/2024	08	3	10	26	42	49
20/03/2024	09	3	4	18	24	62
20/03/2024	10	3	3	12	18	79
20/03/2024	11	4	5	13	21	79
20/03/2024	12	4	3	9	14	89
20/03/2024	13	4	4	7	13	92
20/03/2024	14	4	3	6	10	94
20/03/2024	15	4	4	7	11	90
20/03/2024	16	3	4	8	13	86
20/03/2024	17	3	5	13	21	75
20/03/2024	18	3	5	19	26	72
20/03/2024	19	3	6	21	30	68
20/03/2024	20	4	4	23	29	60
20/03/2024	21	4	4	17	22	64
20/03/2024	22	4	3	13	18	71
20/03/2024	23	3	3	17	21	55
21/03/2024	00	4	3	26	31	32
21/03/2024	01	4	3	6	11	63
21/03/2024	02	3	3	4	9	71
21/03/2024	03	3	3	4	8	66
21/03/2024	04	3	3	4	8	68
21/03/2024	05	3	3	5	10	52
21/03/2024	06	4	3	14	18	29
21/03/2024	07	4	21	43	74	3
21/03/2024	08	4	19	33	63	18
21/03/2024	09	4	10	21	36	38
21/03/2024	10	3	3	5	10	69
21/03/2024	11	3	4	7	12	73
21/03/2024	12	4	4	8	14	74
21/03/2024	13	3	4	9	15	75
21/03/2024	14	3	5	9	17	78
21/03/2024	15	3	4	7	12	80
21/03/2024	16	3	3	8	13	77
21/03/2024	17	3	5	12	20	71
21/03/2024	18	3	8	20	33	60
21/03/2024	19	3	5	18	26	59
21/03/2024	20	3	4	14	20	61
21/03/2024	21	4	4	20	25	52
21/03/2024	22	3	4	28	33	37
21/03/2024	23	5	8	50	62	7
22/03/2024	00	3	5	32	39	11
22/03/2024	01	3	3	14	18	27
22/03/2024	02	3	3	19	23	11
22/03/2024	03	3	3	22	27	5
22/03/2024	04	3	11	22	39	2
22/03/2024	05	4	17	22	48	1
22/03/2024	06	4	31	23	71	1
22/03/2024	07	6	67	29	131	2
22/03/2024	08	7	115	61	236	3
22/03/2024	09	6	89	48	184	7
22/03/2024	10	10	21	32	63	28
22/03/2024	11	16	11	22	39	44
22/03/2024	12	11	7	17	28	58
22/03/2024	13	6	6	16	25	70
22/03/2024	14	5	8	21	34	67
22/03/2024	15	4	11	27	43	65
22/03/2024	16	4	8	24	37	65
22/03/2024	17	5	14	45	66	47
22/03/2024	18	5	12	56	75	34
22/03/2024	19	4	7	71	82	25
22/03/2024	20	3	8	61	72	27
22/03/2024	21	3	6	40	49	46
22/03/2024	22	3	4	44	50	36
22/03/2024	23	3	3	63	68	14
23/03/2024	00	3	7	49	59	6
23/03/2024	01	3	3	33	38	18
23/03/2024	02	4	3	24	29	21
23/03/2024	03	3	3	18	22	23
23/03/2024	04	4	3	15	19	26
23/03/2024	05	4	3	21	26	18
23/03/2024	06	3	6	23	32	10
23/03/2024	07	4	25	35	74	4
23/03/2024	08	4	23	37	72	10
23/03/2024	09	5	11	25	42	28
23/03/2024	10	8	21	38	70	34
23/03/2024	11	12	11	28	45	42
23/03/2024	12	15	8	26	38	49
23/03/2024	13	14	15	35	58	46
23/03/2024	14	9	7	24	34	65
23/03/2024	15	6	5	18	25	72
23/03/2024	16	5	3	12	16	81
23/03/2024	17	6	4	15	21	72
23/03/2024	18	4	6	33	42	51
23/03/2024	19	3	7	31	41	53
23/03/2024	20	3	5	21	29	50
23/03/2024	21	4	27	65	107	7
23/03/2024	22	4	33	66	116	2
23/03/2024	23	4	26	53	92	2
24/03/2024	00	4	17	45	70	2
24/03/2024	01	3	4	33	39	6
24/03/2024	02	3	3	26	30	11
24/03/2024	03	3	3	21	25	12
24/03/2024	04	3	3	18	22	12
24/03/2024	05	3	3	20	25	10
24/03/2024	06	3	9	26	39	3
24/03/2024	07	4	4	21	28	18
24/03/2024	08	4	3	17	22	34
24/03/2024	09	4	3	10	14	52
24/03/2024	10	4	3	7	12	58
24/03/2024	11	4	3	6	11	65
24/03/2024	12	4	3	4	9	71
24/03/2024	13	4	3	5	9	73
24/03/2024	14	4	3	5	9	75
24/03/2024	15	4	3	4	8	81
24/03/2024	16	3	3	4	8	80
24/03/2024	17	3	3	6	10	78
24/03/2024	18	3	4	8	13	73
24/03/2024	19	3	3	10	14	66
24/03/2024	20	3	3	12	17	62
24/03/2024	21	3	3	7	12	67
24/03/2024	22	3	3	4	9	66
24/03/2024	23	3	3	6	11	64
25/03/2024	00	3	3	4	9	71
25/03/2024	01	3	3	4	8	69
25/03/2024	02	5	3	4	8	58
25/03/2024	03	3	3	4	8	58
25/03/2024	04	3	3	4	8	71
25/03/2024	05	3	3	4	8	68
25/03/2024	06	3	3	8	12	63
25/03/2024	07	3	11	24	40	46
25/03/2024	08	3	13	38	57	29
25/03/2024	09	3	10	40	56	28
25/03/2024	10	3	3	22	26	47
25/03/2024	11	3	3	16	21	56
25/03/2024	12	3	8	26	38	46
25/03/2024	13	3	7	22	33	53
25/03/2024	14	3	9	18	31	55
25/03/2024	15	3	4	10	17	62
25/03/2024	16	3	3	9	14	67
25/03/2024	17	3	3	7	12	72
25/03/2024	18	3	3	7	12	70
25/03/2024	19	3	4	12	18	62
25/03/2024	20	3	5	19	26	54
25/03/2024	21	3	4	19	25	41
25/03/2024	22	3	3	18	22	34
25/03/2024	23	3	3	12	17	36
26/03/2024	00	3	3	10	15	26
26/03/2024	01	3	3	8	13	30
26/03/2024	02	3	3	7	12	23
26/03/2024	03	3	3	5	9	37
26/03/2024	04	3	3	5	9	56
26/03/2024	05	3	3	4	8	62
26/03/2024	06	3	3	4	8	65
26/03/2024	07	3	3	6	10	60
26/03/2024	08	3	3	6	10	56
26/03/2024	09	3	3	4	8	59
26/03/2024	10	4	3	4	8	67
26/03/2024	11	3	3	4	8	71
26/03/2024	12	3	3	4	8	75
26/03/2024	13	3	3	4	8	75
26/03/2024	14	3	3	4	8	75
26/03/2024	15	3	3	4	8	75
26/03/2024	16	3	3	4	9	79
26/03/2024	17	3	3	4	9	78
26/03/2024	18	3	3	4	9	78
26/03/2024	19	3	3	6	10	73
26/03/2024	20	3	3	4	8	72
26/03/2024	21	3	3	8	12	60
26/03/2024	22	3	3	6	10	65
26/03/2024	23	3	3	4	8	76
27/03/2024	00	3	3	4	8	80
27/03/2024	01	3	3	4	8	76
27/03/2024	02	3	2	4	8	73
27/03/2024	03	3	2	4	8	63
27/03/2024	04	3	3	4	8	61
27/03/2024	05	3	3	8	12	45
27/03/2024	07	3	3	21	26	43
27/03/2024	08	3	3	9	15	53
27/03/2024	09	3	3	4	9	65
27/03/2024	10	3	3	4	9	71
27/03/2024	11	3	3	4	9	76
27/03/2024	12		3	4	9	
28/03/2024	05	3	3	4	9	86
28/03/2024	06	3	3	4	8	86
28/03/2024	07	3	3	4	8	77
28/03/2024	08	3	3	4	9	73
28/03/2024	09	3	3	4	9	78
28/03/2024	10	3	3	4	9	79
28/03/2024	11	3	3	4	9	82
28/03/2024	12	3	3	4	9	83
28/03/2024	13	3	3	4	9	83
28/03/2024	14	3	3	4	9	80
28/03/2024	15	3	3	4	9	75
28/03/2024	16	3	4	6	12	72
28/03/2024	17	3	4	9	15	71
28/03/2024	18	3	3	14	19	75
28/03/2024	19	3	3	27	32	59
28/03/2024	20	3	4	37	43	41
28/03/2024	21	3	25	76	114	3
28/03/2024	22	3	27	63	104	3
28/03/2024	23	3	18	44	72	4
29/03/2024	00	3	6	19	28	16
29/03/2024	01	3	3	8	13	28
29/03/2024	02	3	3	9	14	30
29/03/2024	03	3	3	4	9	39
29/03/2024	04	3	4	8	13	32
29/03/2024	05	3	5	12	19	17
29/03/2024	06	3	3	6	11	26
29/03/2024	07	3	5	14	21	23
29/03/2024	08	3	4	8	14	32
29/03/2024	09	3	4	5	11	48
29/03/2024	10	3	3	4	9	64
29/03/2024	11	3	7	9	20	64
29/03/2024	12	3	3	5	10	78
29/03/2024	13	3	3	4	9	85
29/03/2024	14	3	3	5	10	88
29/03/2024	15	3	3	4	9	95
29/03/2024	16	3	3	4	9	89
29/03/2024	17	3	3	4	9	93
29/03/2024	18	3	4	6	12	65
29/03/2024	19	3	3	6	11	64
29/03/2024	20	3	3	4	9	76
29/03/2024	21	3	3	4	9	84
29/03/2024	22	3	3	4	8	81
29/03/2024	23	3	3	4	8	81
30/03/2024	00	3	3	4	8	73
30/03/2024	01	3	3	4	8	72
30/03/2024	02	3	3	4	8	67
30/03/2024	03	3	3	4	8	58
30/03/2024	04	3	3	4	8	56
30/03/2024	05	3	2	4	8	55
30/03/2024	06	3	3	4	8	59
30/03/2024	07	3	2	4	8	56
30/03/2024	08	3	4	16	22	38
30/03/2024	09	3	3	4	8	59
30/03/2024	10	3	3	4	9	70
30/03/2024	11	3	3	4	9	77
30/03/2024	12	3	3	7	12	80
30/03/2024	13	3	5	8	15	80
30/03/2024	14	3	3	4	9	93
30/03/2024	15	3	3	7	12	94
30/03/2024	16	3	3	10	15	90
30/03/2024	17	3	3	15	19	81
30/03/2024	18	3	3	8	13	82
30/03/2024	19	3	3	5	9	81
30/03/2024	20	3	3	8	12	70
30/03/2024	21	3	3	18	22	49
30/03/2024	22	3	3	27	32	21
30/03/2024	23	3	3	12	16	34
31/03/2024	00	3	3	8	13	31
31/03/2024	01	3	3	6	10	46
31/03/2024	02	3	3	4	8	78
31/03/2024	03	3	3	4	8	82
31/03/2024	04	3	3	4	8	80
31/03/2024	05	3	3	4	8	79
31/03/2024	06	3	3	4	8	69
31/03/2024	07	3	3	7	11	47
31/03/2024	08	3	3	12	16	45
31/03/2024	09	3	3	4	8	59
31/03/2024	10	3	3	6	10	62
31/03/2024	11	3	3	4	8	68
31/03/2024	12	3	3	4	9	69
31/03/2024	13	3	3	4	8	72
31/03/2024	14	3	3	4	9	80
31/03/2024	15	3	3	4	9	83
31/03/2024	16	3	3	4	9	80
31/03/2024	17	3	3	4	8	91
31/03/2024	18	3	3	4	8	98
31/03/2024	19	3	3	4	8	106
31/03/2024	20	3	3	4	8	99
31/03/2024	21	3	3	4	8	92
31/03/2024	22	3	3	4	8	91
31/03/2024	23	3	3	4	8	89
01/04/2024	00	3	3	4	8	84
01/04/2024	01	3	3	4	8	79
01/04/2024	02	3	3	4	8	81
01/04/2024	03	3	3	4	8	85
01/04/2024	04	3	3	4	8	84
