Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250050-València - Bulevard Sud
	
FECHA	HORA	SO2	NO	NO2	NOx	O3
		µg/m³	µg/m³	µg/m³	µg/m³	µg/m³
01/05/2024	22	3	3	4	9	86
01/05/2024	23	3	3	4	9	84
02/05/2024	00	3	3	4	9	84
02/05/2024	01	3	3	4	9	84
02/05/2024	02	3	3	4	9	82
02/05/2024	03	3	3	4	9	79
02/05/2024	04	3	3	4	8	71
02/05/2024	05	3	5	9	17	58
02/05/2024	06	3	3	7	12	56
02/05/2024	07	3	3	9	14	57
02/05/2024	08	3	3	6	11	72
02/05/2024	09	3	3	4	9	81
02/05/2024	10	3	3	4	9	84
02/05/2024	11	3	3	4	9	88
02/05/2024	12	3	3	4	9	92
02/05/2024	13	3	3	4	9	93
02/05/2024	14	3	3	4	9	94
02/05/2024	15	3	3	4	9	96
02/05/2024	16	3	3	4	9	98
02/05/2024	17	3	3	4	9	98
02/05/2024	18	3	3	4	9	98
02/05/2024	19	3	3	5	10	91
02/05/2024	20	3	3	12	17	75
02/05/2024	21	3	3	15	20	63
02/05/2024	22	3	3	19	25	51
02/05/2024	23	3	3	8	13	57
03/05/2024	00	3	3	7	12	62
03/05/2024	01	3	3	7	12	57
03/05/2024	02	3	3	6	11	55
03/05/2024	03	3	3	5	10	54
03/05/2024	04	3	3	5	10	57
03/05/2024	05	3	4	11	17	49
03/05/2024	08	3	9	13	26	50
03/05/2024	09	3	3	4	10	76
03/05/2024	10	3	3	4	9	92
03/05/2024	11	3	3	4	9	97
03/05/2024	12	3	3	4	9	98
03/05/2024	13	3	3	4	9	102
03/05/2024	14	3	3	4	9	105
03/05/2024	15	3	3	5	10	104
03/05/2024	16	3	4	6	11	99
03/05/2024	17	3	3	7	13	98
03/05/2024	18	3	3	8	13	92
03/05/2024	19	3	4	17	23	69
03/05/2024	20	3	3	21	26	62
03/05/2024	21	4	4	25	31	62
03/05/2024	22	4	3	14	19	81
03/05/2024	23	4	3	15	20	81
04/05/2024	00	3	3	11	16	77
04/05/2024	01	4	3	20	25	49
04/05/2024	02	4	3	23	28	31
04/05/2024	03	3	4	30	35	19
04/05/2024	04	3	3	25	30	18
04/05/2024	05	3	7	24	35	24
04/05/2024	06	3	3	4	9	61
04/05/2024	07	3	3	4	9	58
04/05/2024	08	4	3	4	9	67
04/05/2024	09	3	3	4	9	76
04/05/2024	10	3	3	4	9	81
04/05/2024	11	3	4	4	9	87
04/05/2024	12	3	4	4	9	85
04/05/2024	13	3	4	4	10	87
04/05/2024	14	3	4	5	11	101
04/05/2024	15	3	4	5	11	106
04/05/2024	16	3	4	7	13	108
04/05/2024	17	3	4	11	17	109
04/05/2024	18	3	5	21	28	98
04/05/2024	19	3	4	14	19	106
04/05/2024	20	3	3	16	21	106
04/05/2024	21	3	3	15	20	99
04/05/2024	22	3	3	22	26	88
04/05/2024	23	4	3	27	32	73
05/05/2024	00	4	3	19	24	80
05/05/2024	01	4	3	23	28	56
05/05/2024	02	4	3	19	24	40
05/05/2024	03	4	3	30	35	21
05/05/2024	04	3	3	35	40	7
05/05/2024	05	4	22	41	73	2
05/05/2024	06	3	15	39	62	9
05/05/2024	07	4	4	21	26	34
05/05/2024	08	5	5	12	20	42
05/05/2024	09	4	3	9	14	58
05/05/2024	10	3	5	10	17	69
05/05/2024	11	3	7	20	32	77
05/05/2024	12	3	6	13	22	95
05/05/2024	13	3	4	6	13	110
05/05/2024	14	3	4	4	10	104
05/05/2024	15	3	4	4	10	105
05/05/2024	16	3	4	5	11	110
05/05/2024	17	3	4	7	12	108
05/05/2024	18	3	4	9	15	104
05/05/2024	19	3	4	32	38	76
05/05/2024	20	3	3	47	52	47
05/05/2024	21	3	5	74	83	16
05/05/2024	22	3	6	35	44	52
05/05/2024	23	3	3	11	16	85
06/05/2024	00	3	3	19	24	56
06/05/2024	01	3	3	18	23	41
06/05/2024	02	3	3	9	14	29
06/05/2024	03	3	3	6	11	37
06/05/2024	04	3	12	24	42	19
06/05/2024	05	3	7	23	34	17
06/05/2024	06	3	12	32	50	8
06/05/2024	07	3	8	18	30	22
06/05/2024	08	3	3	4	9	49
06/05/2024	09	3	3	4	9	55
06/05/2024	10	3	3	4	9	60
06/05/2024	11	3	3	4	9	68
06/05/2024	12	3	3	4	9	73
06/05/2024	13	3	3	4	9	79
06/05/2024	14	3	3	4	9	84
06/05/2024	15	3	4	4	9	88
06/05/2024	16	3	4	4	9	90
06/05/2024	17	3	6	14	23	82
06/05/2024	18	3	5	12	19	81
06/05/2024	19	3	4	12	18	79
06/05/2024	20	3	3	6	11	85
06/05/2024	21	3	3	5	10	95
06/05/2024	22	3	3	5	10	78
06/05/2024	23	3	3	5	9	71
07/05/2024	00	3	3	4	9	70
07/05/2024	01	3	3	4	9	68
07/05/2024	02	3	3	5	10	59
07/05/2024	03	3	3	4	9	67
07/05/2024	04	3	3	5	10	64
07/05/2024	05	3	4	15	20	43
07/05/2024	06	4	9	28	42	27
07/05/2024	07	4	15	27	50	29
07/05/2024	08	4	9	18	31	38
07/05/2024	09	5	5	9	17	57
07/05/2024	10	5	3	5	11	72
07/05/2024	11	4	4	8	14	80
07/05/2024	12	3	4	5	12	90
07/05/2024	13	3	3	5	10	99
07/05/2024	14	3	3	4	10	95
07/05/2024	15	3	4	6	12	94
07/05/2024	16	3	4	7	13	93
07/05/2024	17	3	4	8	14	92
07/05/2024	18	3	3	7	13	93
07/05/2024	19	3	4	15	21	78
07/05/2024	20	3	4	17	23	74
07/05/2024	21	3	3	17	22	75
07/05/2024	22	3	3	36	41	46
07/05/2024	23	3	3	11	16	64
08/05/2024	00	3	3	19	24	40
08/05/2024	01	3	3	5	10	68
08/05/2024	02	3	3	10	15	53
08/05/2024	03	3	3	7	12	61
08/05/2024	04	3	9	30	45	29
08/05/2024	05	3	8	52	64	12
08/05/2024	06	3	29	58	103	6
08/05/2024	07	4	12	32	50	33
08/05/2024	08	4	8	21	33	53
08/05/2024	09	3	4	7	12	76
08/05/2024	10	3	3	4	9	93
08/05/2024	11	3	3	4	10	102
08/05/2024	12	3	4	13	19	100
08/05/2024	13	3	5	12	19	99
08/05/2024	14	3	4	8	14	104
08/05/2024	15	3	5	8	15	96
08/05/2024	16	3	4	6	12	95
08/05/2024	17	3	4	8	14	99
08/05/2024	18	3	3	7	13	97
08/05/2024	19	3	4	22	28	77
08/05/2024	20	3	4	18	24	78
08/05/2024	21	3	4	16	22	79
08/05/2024	22	3	3	7	12	86
08/05/2024	23	3	3	4	9	87
09/05/2024	00	3	3	9	14	68
09/05/2024	01	3	3	10	15	51
09/05/2024	02	3	3	10	15	48
09/05/2024	03	3	3	13	18	36
09/05/2024	04	3	3	28	34	14
09/05/2024	05	3	7	33	43	13
09/05/2024	06	3	44	51	119	4
09/05/2024	07	4	29	43	87	16
09/05/2024	08	4	13	29	50	43
09/05/2024	09	4	6	16	25	72
09/05/2024	10	4	4	14	20	89
09/05/2024	11	3	4	9	15	97
09/05/2024	12	3	5	10	17	97
09/05/2024	13	3	4	5	10	102
09/05/2024	14	3	4	5	11	103
09/05/2024	15	3	4	6	12	97
09/05/2024	16	3	3	5	10	96
09/05/2024	17	3	4	9	15	92
09/05/2024	18	3	4	12	19	88
09/05/2024	19	3	3	11	17	87
09/05/2024	20	3	5	27	35	66
09/05/2024	21	3	4	25	31	62
09/05/2024	22	3	3	6	10	87
09/05/2024	23	3	3	4	9	83
10/05/2024	00	3	3	4	9	86
10/05/2024	01	4	3	4	9	85
10/05/2024	02	5	3	5	10	72
10/05/2024	03	4	3	19	24	39
10/05/2024	04	3	5	31	40	20
10/05/2024	05	3	26	46	85	5
10/05/2024	06	4	48	52	125	3
10/05/2024	07	5	42	46	111	15
10/05/2024	08	6	11	33	49	44
10/05/2024	09	6	17	38	63	46
10/05/2024	10	7	11	25	42	66
10/05/2024	11	5	6	16	26	85
10/05/2024	12	3	5	11	18	98
10/05/2024	13	3	6	16	25	97
10/05/2024	14	4	6	16	26	91
10/05/2024	15	5	4	7	13	100
10/05/2024	16	4	4	10	16	98
10/05/2024	17	3	5	12	19	96
10/05/2024	18	4	8	37	49	70
10/05/2024	19	3	4	23	29	85
10/05/2024	20	3	3	21	26	82
10/05/2024	21	3	3	13	18	87
10/05/2024	22	3	3	14	19	86
10/05/2024	23	3	3	12	17	87
11/05/2024	00	3	3	7	12	90
11/05/2024	01	3	3	27	32	29
11/05/2024	02	3	3	26	30	26
11/05/2024	03	3	3	6	10	46
11/05/2024	04	3	3	9	14	39
11/05/2024	05	3	3	19	24	28
11/05/2024	06	3	9	29	42	15
11/05/2024	07	3	7	18	28	37
11/05/2024	08	4	5	11	18	63
11/05/2024	09	4	3	6	11	86
11/05/2024	10	4	4	11	17	92
11/05/2024	11	4	4	10	16	93
11/05/2024	12	3	4	7	12	101
11/05/2024	13	3	4	15	21	92
11/05/2024	14	3	4	13	20	90
11/05/2024	15	3	3	5	11	102
11/05/2024	16	3	3	10	15	97
11/05/2024	17	3	4	17	24	88
11/05/2024	18	3	4	20	26	90
11/05/2024	19	3	3	23	28	86
11/05/2024	20	3	3	29	34	76
11/05/2024	21	3	3	15	20	88
11/05/2024	22	3	3	13	18	85
11/05/2024	23	3	3	8	13	86
12/05/2024	00	3	3	6	10	84
12/05/2024	01	3	3	13	18	48
12/05/2024	02	3	3	15	19	28
12/05/2024	03	3	3	14	19	25
12/05/2024	04	3	3	11	16	24
12/05/2024	05	3	3	9	13	26
12/05/2024	06	3	3	12	17	25
12/05/2024	07	4	4	13	18	36
12/05/2024	08	3	3	6	10	69
12/05/2024	09	3	3	5	10	84
12/05/2024	10	3	6	15	23	76
12/05/2024	11	3	4	10	16	85
12/05/2024	12	3	5	8	15	81
12/05/2024	13	3	4	7	13	91
12/05/2024	14	3	3	4	9	96
12/05/2024	15	3	3	5	10	99
12/05/2024	16	3	3	4	9	102
12/05/2024	17	3	3	6	11	100
12/05/2024	18	3	3	5	10	106
12/05/2024	19	3	3	5	10	110
12/05/2024	20	3	3	8	13	110
12/05/2024	21	3	3	8	13	106
12/05/2024	22	3	3	4	9	109
12/05/2024	23	3	3	4	9	107
13/05/2024	00	3	3	4	9	99
13/05/2024	01	3	3	9	14	61
13/05/2024	02	3	3	10	15	49
13/05/2024	03	3	3	14	19	35
13/05/2024	04	3	3	18	23	31
13/05/2024	05	3	5	38	45	9
13/05/2024	06	3	45	47	116	3
13/05/2024	07	4	36	54	109	11
13/05/2024	08	3	6	14	23	63
13/05/2024	09	3	4	13	19	77
13/05/2024	10	3	6	20	29	81
13/05/2024	11	3	20	47	77	56
13/05/2024	12	3	12	30	48	72
13/05/2024	13	3	12	30	48	77
13/05/2024	14	3	8	20	33	87
13/05/2024	15	3	6	18	27	84
13/05/2024	16	3	4	11	16	97
13/05/2024	17	3	4	14	20	89
13/05/2024	18	3	3	8	13	99
13/05/2024	19	3	3	10	15	101
13/05/2024	20	3	3	8	13	103
13/05/2024	21	3	3	7	12	104
13/05/2024	22	3	3	5	10	106
13/05/2024	23	3	3	4	9	105
14/05/2024	00	3	3	4	9	103
14/05/2024	01	3	3	4	8	93
14/05/2024	02	3	3	7	11	61
14/05/2024	03	3	3	16	21	32
14/05/2024	04	3	3	21	26	23
14/05/2024	05	3	4	38	44	7
14/05/2024	06	3	21	46	77	5
14/05/2024	07	3	23	49	84	22
14/05/2024	08	3	11	28	46	33
14/05/2024	09	3	3	5	10	49
14/05/2024	10	3	5	18	24	70
14/05/2024	11	3	4	10	17	88
14/05/2024	12	3	7	18	29	85
14/05/2024	13	3	5	9	17	84
14/05/2024	14	3	5	10	18	83
14/05/2024	15	3	5	9	15	80
14/05/2024	16	3	5	8	15	79
14/05/2024	17	3	7	15	25	69
14/05/2024	18	3	5	18	25	69
14/05/2024	19	3	3	10	15	82
14/05/2024	20	3	3	11	16	80
14/05/2024	21	3	3	8	13	73
14/05/2024	22	3	3	4	9	72
14/05/2024	23	3	3	8	13	59
15/05/2024	00	3	3	14	19	36
15/05/2024	01	3	3	14	18	31
15/05/2024	02	3	3	5	10	45
15/05/2024	03	3	3	14	18	19
15/05/2024	04	3	3	18	22	17
15/05/2024	05	3	16	34	58	3
15/05/2024	06	3	26	40	78	4
15/05/2024	07	3	27	35	77	13
15/05/2024	08	3	8	14	26	35
15/05/2024	09	4	5	8	16	54
15/05/2024	10	3	4	5	12	70
15/05/2024	11	3	5	6	14	72
15/05/2024	12	3	6	6	15	74
15/05/2024	13	3	4	5	12	78
15/05/2024	14	3	5	9	16	75
15/05/2024	15	3	5	8	15	82
15/05/2024	16	3	4	7	14	84
15/05/2024	17	3	4	8	14	81
15/05/2024	18	3	4	11	18	78
15/05/2024	19	3	3	11	16	76
15/05/2024	20	3	3	9	14	77
15/05/2024	21	3	3	6	10	84
15/05/2024	22	3	3	4	8	89
15/05/2024	23	3	3	4	8	88
16/05/2024	00	3	3	7	11	65
16/05/2024	01	3	3	16	21	23
16/05/2024	02	3	3	13	17	26
16/05/2024	03	3	3	12	16	28
16/05/2024	04	3	3	16	21	21
16/05/2024	05	3	3	16	20	27
16/05/2024	06	3	5	26	33	18
16/05/2024	07	3	5	12	19	37
16/05/2024	08	3	3	4	8	61
16/05/2024	09	3	3	4	8	81
16/05/2024	10	3	3	4	8	92
16/05/2024	11	3	3	4	8	93
16/05/2024	12	3	3	4	9	94
16/05/2024	13	3	3	4	9	97
16/05/2024	14	3	3	4	9	98
16/05/2024	15	3	3	4	9	101
16/05/2024	16	3	3	4	9	101
16/05/2024	17	3	3	4	9	98
16/05/2024	18	3	3	4	9	95
16/05/2024	19	3	3	4	9	90
16/05/2024	20	3	3	8	13	74
16/05/2024	21	3	3	18	23	53
16/05/2024	22	3	3	30	35	42
16/05/2024	23	3	3	17	22	69
17/05/2024	00	3	3	17	22	54
17/05/2024	01	3	3	4	9	57
17/05/2024	02	3	3	5	9	50
17/05/2024	03	3	3	4	9	50
17/05/2024	04	3	5	25	33	24
17/05/2024	05	3	3	17	22	38
17/05/2024	08	3	4	7	12	59
17/05/2024	09	3	3	5	10	71
17/05/2024	10	3	7	20	31	62
17/05/2024	11	3	5	8	15	79
17/05/2024	12	3	5	9	16	84
17/05/2024	13	3	6	10	19	85
17/05/2024	14	3	4	6	13	86
17/05/2024	15	3	4	6	12	89
17/05/2024	16	3	4	5	12	90
17/05/2024	17	3	4	5	10	98
17/05/2024	18	3	4	6	11	93
17/05/2024	19	3	3	5	11	88
17/05/2024	20	3	3	9	14	83
17/05/2024	21	3	3	15	21	74
17/05/2024	22	3	3	6	11	90
17/05/2024	23	3	3	4	9	92
18/05/2024	00	3	3	4	8	89
18/05/2024	01	3	3	4	8	90
18/05/2024	02	3	3	4	8	90
18/05/2024	03	3	3	4	8	82
18/05/2024	04	3	3	4	9	69
18/05/2024	05	3	3	4	9	72
18/05/2024	06	3	3	8	13	56
18/05/2024	07	3	3	11	16	48
18/05/2024	08	4	3	6	11	67
18/05/2024	09	3	3	7	13	87
18/05/2024	10	3	3	5	10	91
18/05/2024	11	3	5	9	16	75
18/05/2024	12	3	4	5	10	84
18/05/2024	13	3	4	7	13	81
18/05/2024	14	3	4	5	10	89
18/05/2024	15	3	4	4	9	91
18/05/2024	16	3	3	4	9	88
18/05/2024	17	3	3	5	10	92
18/05/2024	18	3	4	9	14	87
18/05/2024	19	3	3	5	10	92
18/05/2024	20	3	3	7	12	97
18/05/2024	21	3	3	4	9	96
18/05/2024	22	3	3	4	9	97
18/05/2024	23	3	3	4	8	101
19/05/2024	00	3	3	4	8	96
19/05/2024	01	3	3	4	8	95
19/05/2024	02	3	3	4	8	91
19/05/2024	03	3	3	4	8	90
19/05/2024	04	3	3	4	8	85
19/05/2024	05	3	3	4	8	81
19/05/2024	06	3	3	4	8	82
19/05/2024	07	3	3	4	8	75
19/05/2024	08	4	3	4	9	84
19/05/2024	09	3	3	4	9	87
19/05/2024	10	3	3	4	9	90
19/05/2024	11	3	4	5	10	88
19/05/2024	12	3	4	4	9	94
19/05/2024	13	3	4	5	10	90
19/05/2024	14	3	4	5	10	91
19/05/2024	15	3	4	4	9	95
19/05/2024	16	3	4	4	9	94
19/05/2024	17	3	3	5	10	85
19/05/2024	18	3	3	6	11	79
19/05/2024	19	3	3	14	20	64
19/05/2024	20	3	4	14	20	57
19/05/2024	21	3	3	4	9	77
19/05/2024	22	3	3	4	9	82
19/05/2024	23	3	3	4	9	86
20/05/2024	00	3	3	4	9	89
20/05/2024	01	3	3	4	8	76
20/05/2024	02	3	3	4	9	77
20/05/2024	03	3	3	4	8	79
20/05/2024	04	3	3	4	8	71
20/05/2024	05	3	3	15	19	55
20/05/2024	06	3	6	38	47	21
20/05/2024	07	3	8	19	31	35
20/05/2024	08	3	3	5	10	65
20/05/2024	09	3	3	4	9	78
20/05/2024	10	3	3	5	10	83
20/05/2024	11	3	5	10	17	86
20/05/2024	12	3	5	9	16	90
20/05/2024	13	3	6	8	17	94
20/05/2024	14	3	8	9	21	90
20/05/2024	15	3	7	9	19	83
20/05/2024	16	3	5	8	15	80
20/05/2024	17	3	4	7	13	82
20/05/2024	18	3	3	6	11	83
20/05/2024	19	3	3	5	10	86
20/05/2024	20	3	3	5	10	88
20/05/2024	21	3	3	4	9	90
20/05/2024	22	3	3	4	9	84
20/05/2024	23	3	3	4	9	80
21/05/2024	00	3	3	4	9	81
21/05/2024	01	3	3	4	9	64
21/05/2024	02	3	3	4	9	59
21/05/2024	03	3	3	6	10	38
21/05/2024	04	3	3	9	14	30
21/05/2024	05	3	3	19	24	17
21/05/2024	06	3	11	27	45	10
21/05/2024	07	3	18	26	54	17
21/05/2024	08	3	6	7	16	48
21/05/2024	09	3	3	4	9	67
21/05/2024	10	3	4	4	9	80
21/05/2024	11	3	4	4	9	87
21/05/2024	12	3	4	4	9	89
21/05/2024	13	3	5	8	16	86
21/05/2024	14	3	5	7	13	92
21/05/2024	15	3	4	7	13	98
21/05/2024	16	3	4	5	10	99
21/05/2024	17	3	4	5	11	95
21/05/2024	18	3	3	5	10	93
21/05/2024	19	3	3	5	10	91
21/05/2024	20	3	3	4	9	86
21/05/2024	21	3	3	4	9	83
21/05/2024	22	3	3	5	10	76
21/05/2024	23	4	5	11	19	66
22/05/2024	00	4	3	14	19	47
22/05/2024	01	3	3	9	14	47
22/05/2024	02	3	3	4	9	56
22/05/2024	03	3	3	4	8	66
22/05/2024	04	3	3	14	19	37
22/05/2024	05	3	3	32	37	22
22/05/2024	06	3	17	50	76	12
22/05/2024	07	3	17	33	59	29
22/05/2024	08	3	7	17	27	55
22/05/2024	09	3	4	9	15	74
22/05/2024	10	3	3	5	11	89
22/05/2024	11	3	5	10	17	89
22/05/2024	12	3	5	9	16	95
22/05/2024	13	3	4	12	18	91
22/05/2024	14	3	4	5	11	112
22/05/2024	15	3	4	6	12	108
22/05/2024	16	3	4	9	15	101
22/05/2024	17	3	5	14	23	93
22/05/2024	18	3	4	19	25	86
22/05/2024	19	3	3	8	13	96
22/05/2024	20	3	3	5	11	102
22/05/2024	21	3	3	4	9	104
22/05/2024	22	3	3	5	10	101
22/05/2024	23	3	3	4	8	104
23/05/2024	00	3	3	4	8	99
23/05/2024	01	4	3	4	9	92
23/05/2024	02	3	3	4	9	73
23/05/2024	03	3	3	6	11	56
23/05/2024	04	3	3	17	22	32
23/05/2024	05	3	4	37	44	9
23/05/2024	06	4	39	51	110	4
23/05/2024	07	3	17	36	62	21
23/05/2024	08	5	9	27	41	46
23/05/2024	09	6	4	8	14	76
23/05/2024	10	3	3	6	11	82
23/05/2024	11	3	4	5	10	93
23/05/2024	12	3	4	5	12	89
23/05/2024	13	3	4	5	11	88
23/05/2024	14	3	4	5	11	90
23/05/2024	15	3	5	9	17	87
23/05/2024	16	3	4	8	15	95
23/05/2024	17	3	4	16	23	93
23/05/2024	18	3	8	38	50	58
23/05/2024	19	3	4	19	24	69
23/05/2024	20	3	3	25	30	58
23/05/2024	21	3	3	6	11	84
23/05/2024	22	3	3	5	9	102
23/05/2024	23	3	3	4	9	103
24/05/2024	00	3	3	4	8	104
24/05/2024	01	3	3	4	8	91
24/05/2024	02	3	3	4	8	79
24/05/2024	03	3	3	4	9	76
24/05/2024	04	3	3	5	10	66
24/05/2024	05	3	3	26	32	35
24/05/2024	06	3	28	46	89	6
24/05/2024	07	3	12	28	47	40
24/05/2024	08	3	4	10	17	68
24/05/2024	09	3	5	8	15	78
24/05/2024	10	3	4	6	12	85
24/05/2024	11	3	4	5	10	88
24/05/2024	12	3	4	6	12	85
24/05/2024	13	3	5	8	15	84
24/05/2024	14	3	4	6	12	85
24/05/2024	15	3	4	5	10	84
24/05/2024	16	3	6	6	15	84
24/05/2024	17	3	4	6	12	82
24/05/2024	18	3	4	6	12	81
24/05/2024	19	3	3	5	10	85
24/05/2024	20	3	3	5	10	81
24/05/2024	21	3	3	5	10	86
24/05/2024	22	3	3	4	9	85
24/05/2024	23	3	3	4	9	84
25/05/2024	00	3	3	4	8	87
25/05/2024	01	3	3	4	8	85
25/05/2024	02	3	3	4	8	79
25/05/2024	03	3	3	4	9	64
25/05/2024	04	3	3	6	11	45
25/05/2024	05	3	3	6	11	42
25/05/2024	06	3	4	19	25	22
25/05/2024	07	3	6	11	19	33
25/05/2024	08	3	3	4	9	71
25/05/2024	09	3	3	4	9	85
25/05/2024	10	3	4	4	9	93
25/05/2024	11	3	4	5	10	92
25/05/2024	12	3	4	6	11	94
25/05/2024	13	3	4	6	12	85
25/05/2024	14	3	4	9	15	81
25/05/2024	15	3	4	4	9	85
25/05/2024	16	3	4	4	9	91
25/05/2024	17	3	3	4	9	95
25/05/2024	18	3	3	4	9	88
25/05/2024	19	3	3	4	9	89
25/05/2024	20	3	3	4	9	86
25/05/2024	21	3	3	4	9	85
25/05/2024	22	3	3	4	9	84
25/05/2024	23	3	3	4	9	76
26/05/2024	00	3	3	4	9	78
26/05/2024	01	3	3	4	9	62
26/05/2024	02	3	3	6	11	42
26/05/2024	03	3	3	13	18	32
26/05/2024	04	3	3	8	12	26
26/05/2024	05	3	3	10	15	19
26/05/2024	06	3	3	11	16	22
26/05/2024	07	3	4	11	16	32
26/05/2024	08	3	3	6	11	60
26/05/2024	09	3	3	4	9	76
26/05/2024	10	3	5	11	19	72
26/05/2024	11	3	4	5	11	87
26/05/2024	12	3	4	5	10	89
26/05/2024	13	3	4	4	10	91
26/05/2024	14	3	4	4	9	97
26/05/2024	15	3	4	4	9	97
26/05/2024	16	3	4	4	9	95
26/05/2024	17	3	4	4	10	93
26/05/2024	18	3	3	4	9	93
26/05/2024	19	3	3	6	11	86
26/05/2024	20	3	3	5	10	82
26/05/2024	21	3	3	4	9	85
26/05/2024	22	3	3	4	9	91
26/05/2024	23	3	3	4	9	93
27/05/2024	00	3	3	4	9	88
27/05/2024	01	3	3	4	9	81
27/05/2024	02	3	3	4	9	82
27/05/2024	03	3	3	4	9	77
27/05/2024	04	3	3	5	10	67
27/05/2024	05	3	3	12	17	58
27/05/2024	06	3	6	21	29	52
27/05/2024	07	4	7	18	28	57
27/05/2024	08	3	4	11	18	66
27/05/2024	09	3	3	7	13	77
27/05/2024	10	3	3	5	10	81
27/05/2024	11	3	4	8	15	79
27/05/2024	12	3	4	5	11	81
27/05/2024	13	3	4	5	11	83
27/05/2024	14	3	5	6	13	84
27/05/2024	15	3	4	5	11	85
27/05/2024	16	3	5	7	14	83
27/05/2024	17	3	4	6	12	86
27/05/2024	18	3	4	8	13	79
27/05/2024	19	3	4	6	12	80
27/05/2024	20	3	3	5	10	83
27/05/2024	21	3	3	4	9	80
27/05/2024	22	3	3	4	9	79
27/05/2024	23	3	3	4	9	83
28/05/2024	00	3	3	4	9	86
28/05/2024	01	3	3	4	9	85
28/05/2024	02	3	3	4	9	85
28/05/2024	03	3	3	4	9	85
28/05/2024	04	3	3	4	9	78
28/05/2024	05	3	3	4	9	68
28/05/2024	06	3	5	12	19	52
28/05/2024	07	3	6	8	18	53
28/05/2024	08	3	5	6	13	59
28/05/2024	09	3	4	4	10	65
28/05/2024	10	3	4	4	9	71
28/05/2024	11	3	5	6	12	74
28/05/2024	12	3	4	6	11	75
28/05/2024	13	3	4	5	10	78
28/05/2024	14	3	4	4	9	79
28/05/2024	15	3	4	4	10	80
28/05/2024	16	3	4	6	12	81
28/05/2024	17	3	5	8	14	76
28/05/2024	18	3	4	6	11	76
28/05/2024	19	3	3	5	10	84
28/05/2024	20	3	3	9	14	74
28/05/2024	21	3	3	16	22	61
28/05/2024	22	3	3	10	15	64
28/05/2024	23	3	3	9	14	65
29/05/2024	00	3	3	7	12	54
29/05/2024	01	3	3	17	22	23
29/05/2024	02	3	3	12	17	23
29/05/2024	03	3	3	16	21	20
29/05/2024	04	3	3	15	20	16
29/05/2024	05	3	12	26	44	4
29/05/2024	06	3	26	32	72	6
29/05/2024	07	3	18	27	54	21
29/05/2024	08	3	5	12	19	52
29/05/2024	09	3	5	9	16	71
29/05/2024	10	3	4	5	11	85
29/05/2024	11	3	4	7	13	89
29/05/2024	12	3	4	6	12	86
29/05/2024	13	3	8	16	27	78
29/05/2024	14	3	6	12	21	79
29/05/2024	15	3	7	15	25	78
29/05/2024	16	3	5	9	16	83
29/05/2024	17	3	5	10	17	80
29/05/2024	18	3	4	7	14	79
29/05/2024	19	3	4	6	11	81
29/05/2024	20	3	3	5	10	76
29/05/2024	21	3	3	5	10	76
29/05/2024	22	3	3	4	9	81
29/05/2024	23	3	3	4	9	81
30/05/2024	00	3	3	4	9	81
30/05/2024	01	3	3	4	9	79
30/05/2024	02	3	3	4	9	69
30/05/2024	03	3	3	8	13	42
30/05/2024	04	3	3	25	30	15
30/05/2024	05	3	21	41	73	3
30/05/2024	06	3	26	39	79	10
30/05/2024	07	3	18	35	64	20
30/05/2024	08	3	9	21	35	44
30/05/2024	09	3	6	13	22	60
30/05/2024	10	3	9	26	41	59
30/05/2024	11	3	10	27	42	66
30/05/2024	12	3	7	16	27	76
30/05/2024	13	3	9	24	38	73
30/05/2024	14	3	7	18	29	87
30/05/2024	15	3	6	24	33	96
30/05/2024	16	3	4	11	18	105
30/05/2024	17	3	6	21	30	94
30/05/2024	18	3	4	19	25	78
30/05/2024	19	3	4	19	24	73
30/05/2024	20	3	4	12	17	83
30/05/2024	21	3	3	10	16	78
30/05/2024	22	3	3	6	11	87
30/05/2024	23	3	3	7	12	80
31/05/2024	00	3	3	6	11	68
31/05/2024	01	3	3	12	17	55
31/05/2024	02	3	3	4	9	92
31/05/2024	03	3	3	4	9	93
31/05/2024	04	3	3	4	9	93
31/05/2024	05	3	3	5	10	84
31/05/2024	06	3	5	14	22	68
31/05/2024	07	3	6	19	29	52
31/05/2024	08	3	4	16	23	65
31/05/2024	09	3	4	11	17	71
31/05/2024	10	3	4	9	15	75
31/05/2024	11	3	4	11	17	77
31/05/2024	12	3	6	18	27	69
31/05/2024	13	3	8	20	32	64
31/05/2024	14	3	5	18	26	67
31/05/2024	15	3	6	11	19	70
31/05/2024	16	3	4	5	11	83
31/05/2024	17	3	4	6	11	84
31/05/2024	18	3	3	6	11	85
31/05/2024	19	3	4	8	14	80
31/05/2024	20	3	3	6	11	82
31/05/2024	21	3	3	7	12	78
31/05/2024	22	3	3	4	9	88
31/05/2024	23	3	3	4	9	87
01/06/2024	00	3	3	4	9	86
01/06/2024	01	3	3	4	9	85
01/06/2024	02	3	3	4	9	88
01/06/2024	03	3	3	4	9	89
01/06/2024	04	3	3	4	9	88
01/06/2024	05	3	3	4	8	86
01/06/2024	06	3	3	4	8	79
01/06/2024	07	3	3	4	9	80
01/06/2024	08	3	3	4	9	86
01/06/2024	09	3	3	5	10	88
01/06/2024	10	3	3	5	10	92
01/06/2024	11	3	3	4	9	92
01/06/2024	12	3	4	4	9	94
