Red: Red de Vigilancia y Control de la Contaminación Atmosférica
Estación: 46250048-València - Molí del Sol
	
FECHA	HORA	PM2.5	PM1	SO2	CO	NO	NO2	PM10	NOx	O3
		µg/m³	µg/m³	µg/m³	mg/m³	µg/m³	µg/m³	µg/m³	µg/m³	µg/m³
30/06/2024	06	26	15	3	0,1	1	16	27	18	22
30/06/2024	07	22	12	3	0,1	1	13	24	15	40
30/06/2024	08	17	9	3	0,1	1	9	21	11	53
30/06/2024	09	17	8	3	0,1	1	10	23	12	65
30/06/2024	10	13	7	4	0,1	1	12	16	14	80
30/06/2024	11	9	4	3	0,1	1	12	11	14	87
30/06/2024	12	9	4	3	0,1	1	12	11	15	91
30/06/2024	13	11	5	3	0,1	1	11	13	14	91
30/06/2024	14	14	7	3	0,1	1	11	15	13	97
30/06/2024	15	17	8	3	0,1	1	11	18	13	90
30/06/2024	16	16	7	3	0,1	1	10	17	12	90
30/06/2024	17	15	7	3	0,1	2	11	16	14	91
30/06/2024	18	19	9	3	0,1	2	13	21	15	93
30/06/2024	19	17	8	3	0,1	1	12	18	14	94
30/06/2024	20	19	10	3	0,1	1	10	21	12	94
30/06/2024	21	20	11	3	0,1	1	9	21	11	89
30/06/2024	22	16	9	3	0,1	1	9	16	11	90
30/06/2024	23	18	10	3	0,1	1	9	19	11	87
01/07/2024	00	24	13	3	0,1	1	9	25	11	85
01/07/2024	01	20	11	3	0,1	1	9	21	11	89
01/07/2024	02	19	10	3	0,1	1	7	20	9	92
01/07/2024	03	19	11	3	0,1	1	7	20	9	92
01/07/2024	04	21	11	3	0,1	1	8	21	10	85
01/07/2024	05	20	10	3	0,1	1	10	21	12	87
01/07/2024	06	19	11	3	0,1	1	10	20	12	85
01/07/2024	07	14	7	3	0,1	1	14	14	16	80
01/07/2024	08	14	7	3	0,1	1	19	14	21	74
01/07/2024	09	14	7	3	0,1	1	15	14	17	82
01/07/2024	10	14	6	3	0,1	1	11	15	12	81
01/07/2024	11	10	4	3	0,1	1	9	12	11	82
01/07/2024	12	6	3	3	0,1	1	10	7	11	88
01/07/2024	13	12	6	3	0,1	1	12	13	14	93
01/07/2024	14	9	4	3	0,1	1	14	10	16	101
01/07/2024	15	8	3	3	0,1	1	16	10	18	97
01/07/2024	16	5	3	3	0,1	3	24	7	28	72
01/07/2024	17	4	2	3	0,1	2	19	6	21	83
01/07/2024	18	5	3	3	0,1	2	21	5	24	83
01/07/2024	19	6	3	3	0,1	1	20	6	22	84
01/07/2024	20	7	3	4	0,1	1	16	8	18	88
01/07/2024	21	10	5	3	0,1	1	14	11	16	79
01/07/2024	22	11	6	3	0,1	1	16	12	17	57
01/07/2024	23	15	8	3	0,1	1	21	15	23	45
02/07/2024	00	15	8	3	0,1	1	20	16	22	30
02/07/2024	01	15	8	3	0,1	1	16	16	18	38
02/07/2024	02	18	10	3	0,1	1	13	18	15	33
02/07/2024	03	14	8	3	0,1	1	11	14	13	43
02/07/2024	04	15	8	3	0,1	1	12	16	14	37
02/07/2024	05	18	10	3	0,1	1	17	19	18	19
02/07/2024	06	15	8	3	0,1	2	18	16	21	21
02/07/2024	07	7	3	3	0,1	2	16	9	18	25
02/07/2024	08	5	2	3	0,1	1	11	7	12	31
02/07/2024	09	10	3	3	0,1	2	14	21	17	35
02/07/2024	10	8	3	3	0,1	2	17	15	20	46
02/07/2024	11	7	3	3	0,1	4	19	13	25	46
02/07/2024	12	7	3	4	0,1	3	20	11	25	58
02/07/2024	13	8	4	3	0,1	2	19	10	23	84
02/07/2024	14	5	3	3	0,1	2	14	8	17	77
02/07/2024	15	4	2	3	0,1	2	15	5	18	60
02/07/2024	16	4	2	3	0,1	2	16	6	19	64
02/07/2024	17	5	3	3	0,1	2	18	6	21	70
02/07/2024	18	8	3	3	0,1	2	22	9	25	77
02/07/2024	19	10	5	3	0,1	2	25	11	28	76
02/07/2024	20	12	6	3	0,1	1	20	13	22	92
02/07/2024	21	12	6	3	0,1	1	16	13	18	92
02/07/2024	22	13	6	3	0,1	1	11	13	13	94
02/07/2024	23	20	11	3	0,1	1	10	21	12	85
03/07/2024	00	22	12	3	0,1	1	11	23	13	70
03/07/2024	01	20	11	3	0,1	1	11	20	13	55
03/07/2024	02	19	11	3	0,1	1	9	20	11	48
03/07/2024	03	21	12	3	0,1	1	11	22	13	31
03/07/2024	04	20	11	3	0,1	1	12	21	14	29
03/07/2024	05	23	13	3	0,1	1	18	24	20	16
03/07/2024	06	29	15	3	0,1	6	21	32	30	11
03/07/2024	07	32	14	3	0,1	13	30	42	50	16
03/07/2024	08	30	12	3	0,1	3	23	51	28	32
03/07/2024	09	22	10	3	0,1	2	18	39	21	49
03/07/2024	10	17	7	3	0,1	1	15	30	17	66
03/07/2024	11	15	7	3	0,1	1	16	24	18	86
03/07/2024	12	17	8	3	0,1	2	20	27	24	79
03/07/2024	13	13	7	3	0,1	3	20	18	24	80
03/07/2024	14	12	6	3	0,1	2	16	16	19	90
03/07/2024	15	11	6	3	0,1	2	20	13	23	86
03/07/2024	16	10	5	3	0,1	3	21	12	25	88
03/07/2024	17	9	4	3	0,1	3	21	11	25	86
03/07/2024	18	9	4	3	0,1	2	20	11	23	91
03/07/2024	19	9	4	3	0,1	2	17	10	20	92
03/07/2024	20	13	6	3	0,1	1	14	15	16	88
03/07/2024	21	14	7	3	0,1	1	19	14	21	70
03/07/2024	22	15	8	3	0,1	1	15	16	17	65
03/07/2024	23	20	12	3	0,1	1	15	21	17	42
04/07/2024	00	22	12	3	0,1	1	19	24	21	30
04/07/2024	01	23	12	3	0,1	1	22	24	23	26
04/07/2024	02	25	14	3	0,1	1	18	26	20	29
04/07/2024	03	23	13	3	0,1	1	17	25	19	32
04/07/2024	04	32	18	3	0,1	1	21	36	23	19
04/07/2024	05	32	15	3	0,1	1	29	42	31	11
04/07/2024	06	29	12	3	0,1	4	33	46	40	16
04/07/2024	07	26	10	3	0,1	5	28	41	35	27
04/07/2024	08	20	10	3	0,1	3	24	24	28	53
04/07/2024	09	22	12	3	0,1	2	18	23	21	69
04/07/2024	10	11	5	3	0,1	1	13	11	15	78
04/07/2024	11	8	3	3	0,1	1	13	9	15	80
04/07/2024	12	7	4	3	0,1	1	14	9	17	81
04/07/2024	13	7	3	3	0,1	2	14	8	16	80
04/07/2024	14	10	5	3	0,1	1	14	12	16	92
04/07/2024	15	13	6	3	0,1	1	13	14	15	91
04/07/2024	16	13	7	3	0,1	2	13	14	16	90
04/07/2024	17	16	9	3	0,1	2	15	17	17	106
04/07/2024	18	7	4	3	0,1	2	15	8	18	91
04/07/2024	19	6	3	3	0,1	1	14	7	16	82
04/07/2024	20	7	4	3	0,1	1	13	8	15	84
04/07/2024	21	9	5	3	0,1	1	12	10	13	85
04/07/2024	22	10	5	3	0,1	1	10	10	11	84
04/07/2024	23	12	6	3	0,1	1	9	12	11	82
05/07/2024	00	14	8	3	0,1	1	9	14	11	73
05/07/2024	01	24	13	3	0,1	1	10	24	12	60
05/07/2024	02	32	19	3	0,1	1	11	32	12	44
05/07/2024	03	26	15	3	0,1	1	13	26	14	28
05/07/2024	04	34	20	3	0,1	1	16	35	18	20
05/07/2024	05	31	17	3	0,1	5	24	35	32	9
05/07/2024	06	38	21	3	0,1	18	29	42	56	8
05/07/2024	07	38	21	3	0,1	11	31	41	47	25
05/07/2024	08	20	11	3	0,1	1	14	21	15	62
05/07/2024	09	16	9	3	0,1	1	11	17	13	71
05/07/2024	10	16	9	3	0,1	1	13	17	15	71
05/07/2024	11	13	7	4	0,1	1	13	15	16	79
05/07/2024	12	10	5	3	0,1	2	15	12	18	76
05/07/2024	13	9	4	3	0,1	3	17	11	21	69
05/07/2024	14	10	5	3	0,1	4	19	13	25	63
05/07/2024	15	9	4	3	0,1	4	21	10	27	59
05/07/2024	16	8	3	3	0,1	3	18	10	22	65
05/07/2024	17	9	4	3	0,1	2	16	11	19	68
05/07/2024	18	9	4	3	0,1	2	18	10	21	67
05/07/2024	19	10	5	3	0,1	2	19	12	21	71
05/07/2024	20	9	4	3	0,1	1	15	10	17	76
05/07/2024	21	14	7	3	0,1	1	12	16	14	74
05/07/2024	22	13	7	3	0,1	1	12	14	14	76
05/07/2024	23	12	6	3	0,1	1	13	13	14	76
06/07/2024	00	12	6	3	0,1	1	11	12	13	79
06/07/2024	01	13	7	3	0,1	1	10	14	12	72
06/07/2024	02	20	11	3	0,1	1	13	20	15	46
06/07/2024	03	20	11	3	0,1	1	14	21	16	35
06/07/2024	04	25	13	3	0,1	1	15	26	17	33
06/07/2024	05	24	13	3	0,1	1	14	25	16	31
06/07/2024	06	23	12	3	0,1	1	14	24	16	35
06/07/2024	07	18	9	3	0,1	1	12	20	13	45
06/07/2024	08	14	7	3	0,1	1	9	16	11	58
06/07/2024	09	13	6	3	0,1	1	10	16	12	66
06/07/2024	10	13	6	3	0,1	1	12	16	14	72
06/07/2024	11	15	7	4	0,1	1	14	17	16	77
06/07/2024	12	11	5	3	0,1	2	18	14	21	71
06/07/2024	13	13	7	3	0,1	2	16	15	19	86
06/07/2024	14	11	5	3	0,1	2	13	12	15	84
06/07/2024	15	12	6	3	0,1	1	10	14	13	82
06/07/2024	16	13	6	3	0,1	1	11	17	13	83
06/07/2024	17	12	6	3	0,1	1	11	14	13	82
06/07/2024	18	8	4	3	0,1	1	11	9	13	77
06/07/2024	19	8	4	3	0,1	1	11	9	12	78
06/07/2024	20	10	5	3	0,1	1	9	10	11	74
06/07/2024	21	12	6	3	0,1	1	9	12	11	78
06/07/2024	22	13	7	3	0,1	1	9	14	11	67
06/07/2024	23	12	6	3	0,1	1	10	12	12	67
07/07/2024	00	10	6	3	0,1	1	8	11	10	80
07/07/2024	01	11	6	3	0,1	1	7	12	9	68
07/07/2024	02	11	6	3	0,1	1	8	12	9	64
07/07/2024	03	14	8	3	0,1	1	11	15	13	59
07/07/2024	04	15	9	3	0,1	1	10	16	12	60
07/07/2024	05	17	10	3	0,1	1	11	17	12	55
07/07/2024	06	15	8	3	0,1	1	9	15	11	49
07/07/2024	07	13	7	3	0,1	1	10	14	11	49
07/07/2024	08	14	8	3	0,1	1	12	15	13	43
07/07/2024	09	12	6	3	0,1	1	12	13	14	50
07/07/2024	10	11	5	3	0,1	1	10	12	12	60
07/07/2024	11	10	4	3	0,1	1	9	11	11	63
07/07/2024	12	9	4	4	0,1	1	9	10	11	63
07/07/2024	13	10	5	4	0,1	1	9	11	11	68
07/07/2024	14	11	5	3	0,1	1	9	12	11	68
07/07/2024	15	11	5	3	0,1	1	9	12	11	71
07/07/2024	16	15	7	3	0,1	1	11	16	13	71
07/07/2024	17	17	9	3	0,1	1	13	18	15	65
07/07/2024	18	14	7	3	0,1	2	17	15	20	59
07/07/2024	19	17	8	3	0,1	1	17	18	20	72
07/07/2024	20	18	9	4	0,1	1	13	19	15	75
07/07/2024	21	17	9	4	0,1	1	11	19	13	77
07/07/2024	22	17	9	3	0,1	1	10	18	11	80
07/07/2024	23	16	8	3	0,1	1	9	17	11	80
08/07/2024	00	18	9	3	0,1	1	8	18	10	76
08/07/2024	01	18	9	3	0,1	1	8	18	10	66
08/07/2024	02	17	9	3	0,1	1	8	17	10	59
08/07/2024	03	17	8	3	0,1	1	7	17	9	61
08/07/2024	04	18	9	3	0,1	1	9	19	11	59
08/07/2024	05	17	9	3	0,1	1	11	18	13	62
08/07/2024	06	21	10	3	0,1	1	16	22	18	56
08/07/2024	07	21	11	3	0,1	1	19	22	21	54
08/07/2024	08	20	10	3	0,1	1	19	22	21	56
08/07/2024	09	19	10	3	0,1	1	17	21	18	60
08/07/2024	10	19	9	3	0,1	1	16	21	18	59
08/07/2024	11	17	8	4	0,1	1	15	18	18	67
08/07/2024	12	14	7	4	0,1	2	14	16	17	68
08/07/2024	13	13	6	3	0,1	3	15	15	18	66
08/07/2024	14	13	6	3	0,1	2	15	14	19	66
08/07/2024	15	12	6	3	0,1	2	13	14	16	71
08/07/2024	16	11	5	3	0,1	2	14	13	18	71
08/07/2024	17	11	5	3	0,1	2	17	13	21	68
08/07/2024	18	12	6	3	0,1	2	16	13	19	73
08/07/2024	19	13	6	3	0,1	1	14	14	16	73
08/07/2024	20	15	7	4	0,1	1	13	16	15	68
08/07/2024	21	17	9	4	0,1	1	13	18	14	65
08/07/2024	22	18	9	3	0,1	1	10	18	12	70
08/07/2024	23	17	9	3	0,1	1	9	18	11	69
09/07/2024	00	18	9	3	0,1	1	8	18	9	71
09/07/2024	01	20	11	3	0,1	1	8	21	9	63
09/07/2024	02	22	11	3	0,1	1	9	22	11	56
09/07/2024	03	23	12	3	0,1	1	10	23	12	44
09/07/2024	04	26	14	3	0,1	1	12	27	14	33
09/07/2024	05	29	15	3	0,1	1	19	32	20	17
09/07/2024	06	31	17	3	0,1	9	26	33	40	8
09/07/2024	07	27	14	3	0,1	5	24	29	31	28
09/07/2024	08	26	13	3	0,1	1	15	28	17	49
09/07/2024	09	21	11	3	0,1	1	12	23	14	58
09/07/2024	10	20	10	3	0,1	1	13	23	15	62
09/07/2024	11	22	11	4	0,1	2	16	24	19	68
09/07/2024	12	18	9	3	0,1	3	18	21	22	70
09/07/2024	13	17	8	3	0,1	3	18	20	22	74
09/07/2024	14	17	9	3	0,1	2	17	20	21	76
09/07/2024	15	15	8	3	0,1	2	16	16	20	74
09/07/2024	16	12	6	3	0,1	2	14	13	17	78
09/07/2024	17	9	4	3	0,1	2	18	11	21	72
09/07/2024	18	10	4	3	0,1	2	17	11	21	69
09/07/2024	19	15	8	3	0,1	2	19	17	22	72
09/07/2024	20	15	8	3	0,1	1	12	16	14	83
09/07/2024	21	16	9	3	0,1	1	9	17	11	80
09/07/2024	22	21	11	3	0,1	1	10	21	11	73
10/07/2024	01	21	11	3	0,1	1	10	21	11	66
10/07/2024	02	26	15	3	0,1	1	12	26	14	46
10/07/2024	03	27	16	3	0,1	1	17	28	18	25
10/07/2024	04	28	16	3	0,1	1	15	29	17	19
10/07/2024	05	34	19	3	0,1	3	20	36	25	9
10/07/2024	06	35	19	3	0,1	11	25	38	42	7
10/07/2024	07	44	24	3	0,1	18	33	47	61	11
10/07/2024	08	30	15	3	0,1	5	28	33	35	36
10/07/2024	09	22	11	3	0,1	3	21	25	25	60
10/07/2024	10	25	13	4	0,1	3	22	27	27	70
10/07/2024	11	27	14	3	0,1	2	21	29	25	86
10/07/2024	12	24	12	3	0,1	2	18	26	22	91
10/07/2024	13	19	9	3	0,1	3	17	22	21	83
10/07/2024	14	16	8	3	0,1	2	15	18	19	81
10/07/2024	15	18	9	3	0,1	2	15	21	18	84
10/07/2024	16	18	10	3	0,1	2	15	21	18	95
10/07/2024	17	15	7	3	0,1	2	15	18	18	92
10/07/2024	18	16	8	3	0,1	2	15	21	18	92
10/07/2024	19	17	9	3	0,1	1	13	20	15	96
10/07/2024	20	18	10	3	0,1	1	16	22	18	83
10/07/2024	21	19	10	3	0,1	1	14	22	16	83
10/07/2024	22	25	13	4	0,1	1	13	26	15	70
10/07/2024	23	35	20	3	0,1	1	18	37	20	72
11/07/2024	00	48	27	3	0,1	1	9	49	11	85
11/07/2024	01	51	30	3	0,1	1	8	53	10	72
11/07/2024	02	51	30	3	0,1	1	8	51	10	60
11/07/2024	03	74	43	3	0,1	1	13	75	15	38
11/07/2024	04	76	45	3	0,1	1	19	77	21	26
11/07/2024	05	74	44	3	0,1	1	23	75	25	15
11/07/2024	06	81	47	3	0,1	3	28	83	32	14
11/07/2024	07	69	38	3	0,1	2	22	79	24	44
11/07/2024	08	65	35	3	0,1	2	18	67	20	56
11/07/2024	09	63	35	3	0,1	1	17	65	19	58
11/07/2024	10	42	23	4	0,1	1	15	44	17	72
11/07/2024	11	32	17	3	0,1	1	13	35	15	79
11/07/2024	12	26	14	3	0,1	2	13	28	16	77
11/07/2024	13	25	13	3	0,1	2	14	28	17	79
11/07/2024	14	26	13	3	0,1	2	14	28	17	82
11/07/2024	15	27	14	3	0,1	2	15	29	18	84
11/07/2024	16	21	10	3	0,1	3	17	24	21	82
11/07/2024	17	19	9	3	0,1	3	16	22	20	74
11/07/2024	18	21	10	3	0,1	2	15	24	18	76
11/07/2024	19	26	12	3	0,1	2	15	29	17	72
11/07/2024	20	27	13	3	0,1	1	14	29	16	67
11/07/2024	21	29	14	3	0,1	1	10	31	12	64
11/07/2024	22	36	18	3	0,1	1	8	38	10	62
11/07/2024	23	41	21	3	0,1	1	9	43	11	58
12/07/2024	00	41	22	3	0,1	1	11	43	13	53
12/07/2024	01	43	23	3	0,1	1	9	45	11	53
12/07/2024	02	38	20	3	0,1	1	9	39	11	40
12/07/2024	03	50	28	3	0,1	1	12	51	14	24
12/07/2024	04	56	32	3	0,1	1	16	57	18	17
12/07/2024	05	56	32	3	0,1	1	15	58	17	28
12/07/2024	06	62	34	3	0,1	2	22	64	25	27
12/07/2024	07	60	31	3	0,1	2	21	62	23	39
12/07/2024	08	45	23					49		
12/07/2024	09	34	17	4	0,1	1	10	39	12	62
12/07/2024	10	31	16	4	0,1	2	10	36	12	75
12/07/2024	11	27	13	3	0,1	2	9	31	12	75
12/07/2024	12	27	13	3	0,1	2	10	32	13	74
12/07/2024	13	24	11	3	0,1	3	11	30	15	76
12/07/2024	14	25	12	3	0,1	8	18	29	30	66
12/07/2024	15	21	9	3	0,1	3	12	26	17	77
12/07/2024	16	15	7	3	0,1	2	11	19	15	73
12/07/2024	17	20	10	3	0,1	2	12	26	15	75
12/07/2024	18	22	11	3	0,1	2	15	26	19	78
12/07/2024	19	30	15	3	0,1	3	21	34	25	65
12/07/2024	20	35	19	3	0,1	2	15	38	18	79
12/07/2024	21	27	14	3	0,1	1	9	29	11	86
12/07/2024	22	24	12	3	0,1	1	8	25	10	83
12/07/2024	23	29	15	3	0,1	1	7	30	9	83
13/07/2024	00	39	21	3	0,1	1	9	41	11	64
13/07/2024	01	43	24	3	0,1	1	10	45	12	60
13/07/2024	02	34	18	3	0,1	1	7	36	9	81
13/07/2024	03	28	14	3	0,1	1	5	30	6	88
13/07/2024	04	28	14	3	0,1	1	5	30	7	81
13/07/2024	05	25	12	3	0,1	1	5	27	7	82
13/07/2024	06	27	13	3	0,1	1	5	28	7	75
13/07/2024	07	29	14	3	0,1	1	7	30	9	70
13/07/2024	08	27	14	3	0,1	1	8	29	10	79
13/07/2024	09	25	12	3	0,1	1	9	27	11	75
13/07/2024	10	25	12	3	0,1	1	9	27	11	85
13/07/2024	11	23	11	3	0,1	1	10	25	12	85
13/07/2024	12	20	9	3	0,1	1	9	23	12	88
13/07/2024	13	20	9	3	0,1	1	10	23	13	94
13/07/2024	14	20	10	3	0,1	1	8	22	10	95
13/07/2024	15	18	9	3	0,1	1	7	20	9	94
13/07/2024	16	18	9	3	0,1	1	7	20	9	103
13/07/2024	17	16	7	3	0,1	1	8	18	10	102
13/07/2024	18	17	7	3	0,1	1	9	19	11	109
13/07/2024	19	19	8	4	0,1	1	10	22	12	112
13/07/2024	20	21	9	4	0,1	1	10	23	12	109
13/07/2024	21	21	9	3	0,1	1	9	23	11	103
13/07/2024	22	19	9	3	0,1	1	7	22	9	104
13/07/2024	23	19	9	3	0,1	1	7	22	8	108
14/07/2024	00	21	9	3	0,1	1	8	22	10	97
14/07/2024	01	22	10	3	0,1	1	7	24	9	87
14/07/2024	02	22	10	3	0,1	1	7	23	9	90
14/07/2024	03	23	10	3	0,1	1	7	24	9	75
14/07/2024	04	23	11	3	0,1	1	7	24	9	77
14/07/2024	05	24	12	3	0,1	1	7	26	9	57
14/07/2024	06	25	12	3	0,1	1	10	27	12	60
14/07/2024	07	24	11	3	0,1	1	8	26	10	79
14/07/2024	08	26	12	3	0,1	1	7	28	9	79
14/07/2024	09	24	11	3	0,1	1	7	27	9	83
14/07/2024	10	24	12	4	0,1	1	7	27	9	97
14/07/2024	11	19	9	3	0,1	1	8	24	11	98
14/07/2024	12	18	8	3	0,1	2	12	22	15	88
14/07/2024	13	18	8	3	0,1	3	14	22	19	83
14/07/2024	14	17	8	3	0,1	3	13	21	17	89
14/07/2024	15	18	9	3	0,1	3	13	22	17	95
14/07/2024	16	16	7	3	0,1	3	13	19	17	91
14/07/2024	17	19	10	3	0,1	3	15	25	19	86
14/07/2024	18	21	10	3	0,1	3	14	25	18	95
14/07/2024	19	23	11	3	0,1	2	12	25	15	105
14/07/2024	20	37	20	3	0,1	1	12	39	14	91
14/07/2024	21	41	22	3	0,1	1	13	43	15	80
14/07/2024	22	35	18	3	0,1	1	9	36	11	84
14/07/2024	23	35	18	3	0,1	1	9	37	11	80
15/07/2024	00	40	21	3	0,1	1	9	41	11	74
15/07/2024	01	49	26	3	0,1	1	9	51	11	63
15/07/2024	02	45	25	3	0,1	1	8	46	10	57
15/07/2024	03	49	28	3	0,1	1	7	50	9	47
15/07/2024	04	53	30	3	0,1	1	11	54	13	15
15/07/2024	05	65	37	3	0,1	1	16	66	18	5
15/07/2024	06	69	40	3	0,1	3	18	70	23	8
15/07/2024	07	77	43	3	0,1	7	18	80	28	20
15/07/2024	08	79	42	3	0,1	5	19	83	27	31
15/07/2024	09	53	28	3	0,1	4	20	58	26	50
15/07/2024	10	33	16	4	0,1	3	19	42	24	63
15/07/2024	11	41	21	3	0,1	6	26	50	36	68
15/07/2024	12	39	20	3	0,1	5	25	45	33	87
15/07/2024	13	32	16	3	0,1	4	20	36	25	95
15/07/2024	14	32	16	3	0,1	3	16	36	21	98
15/07/2024	15	25	13	3	0,1	3	16	31	20	94
15/07/2024	16	16	7	3	0,1	3	19	24	23	99
15/07/2024	17	15	6	3	0,1	3	20	21	24	101
15/07/2024	18	14	6	3	0,1	3	23	22	27	108
15/07/2024	19	20	10	3	0,1	3	19	24	24	113
15/07/2024	20	25	13	3	0,1	2	15	26	18	117
15/07/2024	21	31	17	3	0,1	2	11	32	14	113
15/07/2024	22	33	19	3	0,1	1	8	35	10	106
15/07/2024	23	39	21	3	0,1	1	9	40	10	81
16/07/2024	00	44	24	3	0,1	1	13	45	15	60
16/07/2024	01	57	32	3	0,1	1	11	58	13	49
16/07/2024	02	55	31	3	0,1	1	9	56	11	35
16/07/2024	03	50	28	3	0,1	1	13	51	15	26
16/07/2024	04	46	26	3	0,1	1	12	47	14	24
16/07/2024	05	52	29	3	0,1	1	13	53	15	41
16/07/2024	06	56	31	3	0,1	2	22	57	24	32
16/07/2024	07	52	28	3	0,1	2	20	53	22	41
16/07/2024	08	44	24	3	0,1	1	14	46	16	47
16/07/2024	09	39	21	3	0,1	1	9	41	11	58
16/07/2024	10	28	15	3	0,1	1	9	31	11	63
16/07/2024	11	19	10	3	0,1	2	9	21	11	63
16/07/2024	12	18	9	3	0,1	2	10	22	12	64
16/07/2024	13	19	10	3	0,1	2	9	23	11	65
16/07/2024	14	22	12	3	0,1	2	9	25	12	63
16/07/2024	15	21	11	3	0,2	2	9	24	12	63
16/07/2024	16	18	9	3	0,2	2	10	20	12	65
16/07/2024	17	19	10	3	0,2	2	9	21	12	63
16/07/2024	18	23	12	3	0,2	2	9	24	12	66
16/07/2024	19	26	15	3	0,2	1	8	27	10	69
16/07/2024	20	27	15	3	0,2	1	7	28	9	70
16/07/2024	21	30	17	3	0,2	1	8	31	10	67
16/07/2024	22	33	19	3	0,2	1	6	34	8	65
16/07/2024	23	38	22	3	0,2	1	5	39	7	64
17/07/2024	00	39	22	3	0,1	1	5	40	7	62
17/07/2024	01	40	22	3	0,1	1	5	40	7	58
17/07/2024	02	37	20	3	0,1	1	5	37	7	60
17/07/2024	03	32	18	3	0,1	1	4	33	6	63
17/07/2024	04	31	17	3	0,1	1	5	31	7	65
17/07/2024	05	29	17	3	0,1	1	6	30	8	64
17/07/2024	06	27	15	3	0,1	1	7	28	10	62
17/07/2024	07	27	14	3	0,1	1	9	28	11	59
17/07/2024	08	22	12	3	0,1	1	8	23	10	58
17/07/2024	09	20	11	4	0,1	1	8	21	10	61
17/07/2024	10	17	8	4	0,1	1	7	18	9	61
17/07/2024	11	15	7	3	0,1	1	8	16	10	62
17/07/2024	12	16	8	3	0,1	1	8	19	10	61
17/07/2024	13	19	9	3	0,1	2	8	22	11	67
17/07/2024	14	18	9	3	0,1	2	9	21	11	67
17/07/2024	15	20	10	3	0,1	2	8	23	11	69
17/07/2024	16	16	8	3	0,1	2	10	19	12	69
17/07/2024	17	14	6	3	0,1	2	10	17	12	67
17/07/2024	18	14	6	3	0,1	2	11	16	13	66
17/07/2024	19	15	7	3	0,1	1	10	17	12	69
17/07/2024	20	21	11	3	0,1	1	10	22	12	72
17/07/2024	21	17	8	3	0,1	1	7	18	9	73
17/07/2024	22	16	8	3	0,1	1	5	17	7	70
17/07/2024	23	16	8	3	0,1	1	7	17	9	64
18/07/2024	00	16	8	3	0,1	1	8	17	10	55
18/07/2024	01	16	8	3	0,1	1	7	17	9	55
18/07/2024	02	16	8	3	0,1	1	6	17	8	49
18/07/2024	03	23	11	3	0,1	1	12	24	14	29
18/07/2024	04	24	12	3	0,1	1	13	26	15	32
18/07/2024	05	26	13	3	0,1	1	18	27	20	17
18/07/2024	06	34	17	3	0,1	7	27	38	37	10
18/07/2024	07	44	22	3	0,1	10	28	49	44	20
18/07/2024	08	35	18	3	0,1	2	19	38	22	44
18/07/2024	09	25	12	3	0,1	1	12	30	14	53
18/07/2024	10	22	11	4	0,1	1	11	25	13	62
18/07/2024	11	16	7	3	0,1	1	10	21	12	63
18/07/2024	12	13	6	3	0,1	2	14	19	17	60
18/07/2024	13	18	10	3	0,1	3	16	22	20	64
18/07/2024	14	13	6	3	0,1	3	16	16	20	67
18/07/2024	15	14	7	3	0,1	2	13	18	16	71
18/07/2024	16	10	4	3	0,1	2	12	12	15	71
18/07/2024	17	15	8	3	0,1	2	11	19	14	73
18/07/2024	18	17	9	3	0,1	2	11	19	14	79
18/07/2024	19	19	10	3	0,1	1	9	21	12	80
18/07/2024	20	12	6	3	0,1	1	9	13	11	80
18/07/2024	21	14	7	4	0,1	1	7	15	9	79
18/07/2024	22	14	8	4	0,1	1	7	15	9	79
18/07/2024	23	16	9	3	0,1	1	5	16	7	77
19/07/2024	00	17	9	3	0,1	1	5	18	7	70
19/07/2024	01	20	11	3	0,1	1	11	20	13	57
19/07/2024	02	21	11	3	0,1	1	10	22	12	59
19/07/2024	03	26	15	3	0,1	1	10	27	12	46
19/07/2024	04	32	18	3	0,1	1	13	33	15	31
19/07/2024	05	41	23	3	0,1	1	19	43	21	20
19/07/2024	06	42	24					45		
19/07/2024	07	32	17					35		
19/07/2024	08	34	18	4	0,1			40		26
19/07/2024	09	26	12	4	0,1			35		30
19/07/2024	10	15	7	3	0,1			28		50
19/07/2024	11	18	8	3	0,1			41		61
19/07/2024	12	15	7	3	0,1			25		64
19/07/2024	13	13	7	3	0,1			21		74
19/07/2024	14	12	5	3	0,1			18		69
19/07/2024	15	14	7	3	0,1			20		74
19/07/2024	16	20	11	3	0,1			24		74
19/07/2024	17	31	18	3	0,1			33		77
19/07/2024	18	22	13	3	0,1			26		79
19/07/2024	19	20	11	3	0,1			25		83
19/07/2024	20	16	8	3	0,1			19		85
19/07/2024	21	11	6	3	0,1			12		82
19/07/2024	22	13	7	4	0,1			15		68
19/07/2024	23	17	9	4	0,1			20		50
20/07/2024	00	18	9	3	0,1			22		30
20/07/2024	01	18	10	3	0,1			23		26
20/07/2024	02	20	10	3	0,1			37		32
20/07/2024	03	18	9	3	0,1			24		33
20/07/2024	04	20	10	3	0,1			26		29
20/07/2024	05	20	10	3	0,1			27		25
20/07/2024	06	43	13	3	0,2			103		28
20/07/2024	07	43	12	3	0,1			119		30
20/07/2024	08	20	8	3	0,1			39		41
20/07/2024	09	20	7	3	0,1			51		54
20/07/2024	10	28	13	5	0,1			54		45
20/07/2024	11	22	11	3	0,1			40		58
