X;Y;angulo;fecha_actualizacion;hora_actualizacion;idpm;ih
723527.35;4372755.576;196;2018-03-28;00:45:11;3605;84
723120.033;4372640.001;281;2018-03-28;00:45:11;3606;355
723943.593;4373186.046;301;2018-03-28;00:45:11;3617;30
723920.764;4373248.883;31;2018-03-28;00:45:12;3618;30
723816.956;4373056.228;121;2018-03-28;00:45:12;3627;249
724110.021;4373110.704;251;2018-03-28;00:45:12;3628;61
724021.607;4372949.28;30;2018-03-28;00:45:12;3629;42
727734.989;4371366.139;254;2018-03-28;00:45:09;2129;123
727717.579;4371441.52;159;2018-03-28;00:45:09;2130;271
727521.622;4371518.318;159;2018-03-28;00:45:09;2131;269
727075.356;4370522.761;31;2018-03-28;00:45:09;2210;271
727003.476;4370543.66199999955;120;2018-03-28;00:45:09;2211;168
726582.992;4370601.584;30;2018-03-28;00:45:09;2246;104
726229.022;4370669.264;167;2018-03-28;00:30:09;2251;40
727665.174;4370597.93;146;2018-03-28;00:45:09;2256;187
727475.463;4370819.603;124;2018-03-28;00:45:09;2257;145
727381.164;4370872.002;305;2018-03-28;00:45:09;2258;123
726770.178;4370906.298;300;2015-10-16;10:45:08;2259;271
726770.178;4370906.298;300;2015-10-16;10:45:08;2259;271
725860.166;4370145.882;300;2018-03-27;23:45:07;2307;40
725850.389;4370176.591;120;2018-03-28;00:45:09;2308;90
725791.686;4370266.818;300;2018-03-28;00:45:09;2309;30
725805.219;4370284.79399999976;30;2018-03-28;00:45:10;2310;60
725756.74;4370333.439;120;2018-03-28;00:45:10;2311;150
725741.179;4370294.729;176;2018-03-28;00:45:10;2312;60
725692.076;4370478.985;30;2018-03-28;00:45:10;2313;120
725668.978;4370482.159;120;2018-03-28;00:45:10;2314;120
725625.658;4370556.642;120;2018-03-28;00:45:10;2315;82
725583.508;4370601.303;300;2018-03-27;22:45:09;2316;20
725593.93;4370545.403;261;2018-03-28;00:00:01;2317;20
725590.825;4370455.296;10;2018-03-28;00:00:01;2318;60
724159.202;4373223.825;72;2018-03-28;00:45:12;3631;41
724112.727;4373621.62899999972;301;2018-03-28;00:45:12;3632;229
723916.813;4372872.75299999956;121;2018-03-28;00:45:12;3635;62
726219.296;4375746.575;242;2015-10-16;10:45:25;3701;549
726213.55;4375725.33;62;2015-10-16;10:45:25;3702;519
725900.239;4374851.793;66;2015-10-16;10:45:27;3703;486
723699.836;4374317.41299999971;121;2018-03-28;00:45:12;3809;271
723537.548;4375013.206;211;2018-03-28;00:45:12;3810;165
724063.64;4370928.541;311;2018-03-28;00:45:10;2435;114
723933.881;4371009.4;222;2018-03-28;00:45:10;2436;6
723907.185;4370961.211;49;2018-03-28;00:45:10;2437;40
723842.895;4370968.639;139;2018-03-28;00:45:10;2439;42
723832.605;4370873.477;49;2018-03-28;00:15:03;2441;84
723888.031;4370882.687;319;2018-03-28;00:45:10;2442;20
723926.562;4370896.03199999966;139;2018-03-28;00:45:10;2443;50
723985.859;4370765.275;318;2018-03-28;00:45:10;2444;22
724043.209;4370752.35099999979;104;2018-03-28;00:45:10;2445;50
723936.011;4370763.678;227;2018-03-28;00:30:10;2446;20
723773.524;4370530.819;318;2018-03-27;23:45:08;2447;40
723948.951;4370721.977;318;2018-03-27;22:45:10;2448;20
725223.065;4371797.213;121;2018-03-28;00:45:10;2501;186
725216.652;4371794.3;121;2018-03-28;00:45:10;2502;61
725012.682;4372146.961;121;2018-03-28;00:45:10;2503;334
724799.223;4372510.267;121;2018-03-28;00:45:10;2504;355
724586.986;4372869.40099999961;121;2018-03-28;00:45:10;2505;250
724483.44;4373029.684;121;2018-03-28;00:45:10;2506;207
724532.58;4372904.167;301;2018-03-28;00:45:10;2509;291
724740.549;4372550.813;301;2018-03-28;00:45:10;2510;375
724846.557;4372367.84;301;2018-03-28;00:45:10;2511;333
725126.397;4371832.403;238;2018-03-28;00:45:10;2512;354
725114.023;4371733.93;349;2018-03-28;00:45:10;2513;206
725023.256;4372658.1;97;2018-03-28;00:45:10;2519;459
723583.591;4374990.745;301;2018-03-28;00:45:12;3811;60
723295.598;4375024.494;121;2018-03-28;00:45:12;3812;606
723461.076;4374642.114;211;2018-03-28;00:15:07;3813;20
723541.84;4374688.325;31;2018-03-28;00:00:03;3814;42
723686.636;4374776.73599999957;211;2018-03-27;22:15:09;3815;15
723721.554;4374768.684;310;2018-03-28;00:45:12;3816;40
723873.106;4374556.025;210;2018-03-28;00:45:12;3817;20
723922.972;4374531.565;310;2018-03-28;00:45:12;3818;103
727259.771;4373750.599;341;2018-03-28;00:45:10;2733;20
727305.343;4373750.97499999963;161;2018-03-28;00:45:10;2734;84
727708.177;4373971.858;283;2018-03-27;22:15:05;2761;30
727588.903;4374366.32699999958;302;2018-03-28;00:30:11;2762;18
729389.892;4373138.534;83;2018-03-28;00:45:10;2808;229
729420.071;4373389.456;83;2018-03-28;00:45:10;2809;188
729396.468;4373330.785;263;2018-03-28;00:45:10;2810;83
729434.21;4373520.099;81;2018-03-28;00:45:10;2811;209
729323.541;4373070.547;161;2018-03-28;00:45:10;2820;207
729516.177;4372976.114;341;2018-03-28;00:45:10;2823;82
729542.594;4372582.933;345;2018-03-28;00:45:10;2901;20
729810.23;4372558.905;175;2018-03-28;00:30:12;2902;20
729837.116;4372553.68099999987;355;2017-09-15;09:45:15;2903;75
729890.327;4372546.966;355;2018-03-27;23:00:07;2904;42
730040.862;4372543.92399999965;181;2018-03-27;23:00:07;2905;20
730078.059;4372544.301;1;2018-03-27;23:15:05;2906;20
729873.586;4372562.01499999966;85;2018-03-28;00:15:05;2907;20
729885.21;4372705.95799999963;86;2018-03-28;00:45:10;2908;42
729854.553;4372699.422;176;2017-09-08;10:31:52;2909;14
730009.924;4373601.41899999976;270;2018-03-28;00:45:10;2910;104
730022.603;4373131.547;271;2018-03-28;00:45:10;2911;20
730053.501;4372747.847;271;2018-03-28;00:45:10;2912;20
730059.859;4372537.40099999961;271;2018-03-28;00:45:10;2913;95
730060.066;4372477.46899999958;271;2018-03-28;00:45:10;2914;83
723724.476;4374446.61;30;2018-03-28;00:45:12;3819;40
723582.09;4374381.659;211;2018-03-28;00:15:07;3820;62
722939.792;4374621.149;31;2018-03-28;00:45:12;3821;146
723218.148;4374028.39;301;2018-03-28;00:45:12;3822;123
723118.572;4374222.01599999983;121;2018-03-28;00:45:12;3823;212
722904.796;4374521.571;301;2018-03-28;00:45:12;3824;125
723099.955;4374131.83;210;2018-03-28;00:45:12;3826;42
723077.38;4374132.632;329;2018-03-28;00:45:12;3827;42
730032.046;4372280.34399999958;182;2018-03-28;00:45:11;3023;1
730066.648;4372277.31;270;2018-03-28;00:45:11;3024;66
730072.775;4372165.45799999963;270;2018-03-28;00:45:11;3025;68
730143.772;4371868.62299999967;97;2018-03-28;00:45:11;3026;92
730129.883;4371881.77199999988;277;2018-03-28;00:45:11;3027;84
730037.302;4372067.37399999984;176;2018-03-28;00:45:11;3028;36
729793.497;4372080.93099999987;357;2017-09-27;03:00:28;3029;14
729735.623;4372088.11699999962;177;2017-09-22;03:00:26;3030;24
729680.181;4372085.97599999979;357;2017-09-22;03:00:26;3031;18
729642.889;4372145.52099999972;263;2017-09-15;09:45:15;3032;60
729629.219;4372092.90699999966;177;2017-09-22;03:00:26;3033;27
729562.025;4372095.103;357;2017-09-22;03:00:26;3034;36
729467.187;4372098.722;357;2017-09-27;03:00:28;3035;22
729483.151;4372103.803;177;2017-10-02;00:30:29;3036;47
729487.402;4372219.64499999955;259;2017-09-15;09:45:15;3038;22
729816.872;4372213.51499999966;171;2017-08-30;16:00:53;3039;13
729877.72;4371903.47;83;2018-03-27;20:00:08;3041;20
729875.559;4372005.041;173;2018-03-28;00:45:11;3042;3
730146.434;4371640.31599999964;88;2018-03-28;00:45:11;3043;159
729997.462;4371589.014;182;2018-03-28;00:45:11;3044;57
729849.706;4371567.326;10;2018-03-28;00:45:11;3045;47
729631.135;4370870.468;124;2018-03-28;00:45:11;3104;20
729544.365;4371343.979;230;2018-03-28;00:45:11;3105;187
729225.656;4371429.99899999984;261;2018-03-28;00:15:05;3116;20
728166.108;4371256.121;251;2018-03-28;00:45:12;3909;41
728095.359;4370638.263;43;2018-03-28;00:45:12;3935;82
724516.145;4375542.14599999972;130;2018-03-28;00:45:12;4001;520
724881.008;4375207.309;288;2018-03-28;00:45:12;4002;208
724953.822;4375030.029;108;2018-03-28;00:45:12;4003;92
724949.141;4374992.991;288;2018-03-28;00:45:12;4004;165
725020.605;4374817.44799999986;108;2018-03-28;00:45:12;4005;84
725024.714;4374760.011;288;2018-03-28;00:45:12;4006;61
729170.329;4371608.34499999974;353;2018-03-28;00:30:12;3313;20
729264.843;4371590.69799999986;341;2018-03-28;00:45:11;3314;42
729250.927;4371583.696;261;2018-03-28;00:15:06;3315;20
729390.473;4371571.139;353;2018-03-28;00:45:11;3316;62
729382.121;4371542.376;267;2018-03-28;00:45:11;3317;41
729478.617;4371558.165;350;2018-03-28;00:45:11;3318;20
729579.954;4371544.83299999963;359;2018-03-28;00:30:12;3319;20
729571.077;4371562.598;86;2018-03-28;00:45:11;3320;20
729683.633;4371534.70299999975;38;2018-03-28;00:30:12;3321;42
729720.386;4371634.805;177;2018-03-28;00:45:11;3322;20
729786.609;4371628.869;177;2018-03-28;00:30:13;3323;42
729798.512;4371668.263;86;2018-03-28;00:45:11;3324;103
727961.218;4370234.967;310;2015-10-16;10:45:42;3402;509
727490.305;4370709.784;302;2015-10-16;10:45:42;3403;951
727650.732;4370294.088;30;2015-10-16;10:45:42;3404;1574
727660.617;4370334.74799999967;210;2015-10-16;10:45:42;3405;2225
727234.646;4370084.096;211;2018-03-28;00:45:11;3406;416
727090.087;4369963.205;31;2018-03-28;00:45:11;3407;103
728207.719;4370322.46899999958;162;2018-03-28;00:45:11;3408;61
728198.31;4370313.73;343;2017-09-15;09:45:15;3409;254
727958.071;4370545.937;223;2018-03-28;00:45:11;3411;333
723101.746;4371958.031;258;2018-03-28;00:45:11;3501;123
723119.509;4371993.19099999964;258;2018-03-27;22:45:15;3502;20
723112.975;4371818.394;276;2018-03-28;00:45:11;3503;145
724882.437;4369502.551;255;2018-03-28;00:45:12;4107;250
724935.777;4369678.50499999989;75;2018-03-28;00:45:12;4108;62
724864.826;4369417.488;75;2018-03-28;00:45:12;4109;40
724761.271;4369726.76;4;2015-10-16;10:45:38;4115;64
724442.258;4369105.097;6;2015-10-16;10:45:38;4116;1042
724464.161;4369117.156;184;2015-10-16;10:45:38;4117;686
724322.423;4369845.712;240;2018-03-28;00:45:12;4121;20
725058.984;4369548.852;165;2015-10-16;10:45:43;4122;1143
723152.917;4371863.801;98;2018-03-27;22:00:12;3521;15
723077.386;4371421.051;185;2018-03-28;00:45:11;3522;40
723708.654;4373135.97599999979;211;2018-03-28;00:30:13;3621;20
723604.34;4373100.267;179;2018-03-28;00:30:13;3622;20
723414.698;4373103.571;179;2015-03-31;06:00:11;3623;21
723087.947;4372848.514;281;2018-03-27;21:30:15;3624;15
723082.815;4372817.587;281;2018-03-28;00:45:12;3625;229
723272.63;4372699.768;196;2018-03-28;00:45:12;3626;100
726273.459;4375908.553;255;2015-10-16;10:45:27;3704;524
725962.772;4375119.574;255;2018-03-28;00:45:12;3705;30
725984.775;4374962.28799999971;51;2018-03-28;00:45:12;3706;210
723520.631;4374696.332;121;2018-03-28;00:45:12;3801;82
723498.923;4374682.096;121;2018-03-28;00:45:12;3802;501
723482.407;4374631.632;301;2018-03-28;00:45:12;3803;82
723496.192;4374657.085;301;2018-03-28;00:45:12;3804;122
723437.2;4374918.451;31;2018-03-28;00:45:12;3805;82
723359.073;4374964.984;121;2018-03-28;00:45:12;3806;42
723304.401;4374871.882;211;2018-03-28;00:45:12;3807;146
723657.178;4374339.28799999971;301;2018-03-28;00:45:12;3808;20
723219.156;4374148.459;31;2018-03-28;00:45:12;3825;124
723801.234;4374107.97599999979;301;2015-10-16;10:45:35;3828;693
723905.04;4373972.638;301;2015-10-16;10:45:35;3829;2146
723926.399;4373963.17499999981;121;2015-10-16;10:45:35;3830;1803
723119.207;4375293.665;301;2018-03-28;00:45:12;3831;397
724307.581;4374258.06599999964;321;2018-03-28;00:15:07;3832;20
727920.974;4371190.137;166;2018-03-28;00:45:12;3901;61
724038.035;4370036.871;317;2015-10-16;10:45:42;4123;1109
726544.701;4374388.43;38;2018-03-28;00:45:12;4201;90
727095.792;4374876.559;218;2018-03-28;00:45:12;4202;180
726498.846;4374408.49799999967;218;2018-03-28;00:45:12;4203;30
727041.851;4374798.96499999985;38;2018-03-28;00:45:12;4204;150
726373.479;4374294.12799999956;219;2018-03-28;00:45:12;4205;123
726408.73;4374702.40699999966;138;2018-03-28;00:30:14;4206;20
726473.071;4374723.239;48;2018-03-27;22:45:18;4207;20
724697.694;4374729.27099999972;157;2018-03-28;00:45:12;4007;30
724672.767;4374732.216;337;2018-03-28;00:30:14;4008;30
724495.307;4374815.649;157;2018-03-28;00:45:12;4009;30
724472.591;4374818.22599999979;337;2018-03-28;00:30:14;4010;30
724575.831;4374786.61;69;2018-03-28;00:00:04;4011;60
724427.11;4374955.946;40;2018-03-28;00:45:12;4012;89
724522.421;4375075.65099999961;220;2018-03-28;00:45:12;4013;88
724727.824;4374821.81099999975;108;2018-03-27;23:45:13;4014;59
724716.76;4374839.406;288;2018-03-27;23:45:13;4015;30
724802.504;4374973.273;0;2018-03-28;00:45:12;4016;61
724585.896;4375089.47499999963;40;2018-03-28;00:45:12;4017;18
724632.702;4375378.575;310;2018-03-28;00:45:12;4018;506
724183.949;4375080.584;130;2018-03-28;00:00:05;4019;30
724124.551;4375139.23199999984;310;2018-03-28;00:45:12;4020;59
724127.159;4375207.7;39;2018-03-27;23:45:13;4021;59
724300.269;4375364.121;219;2018-03-28;00:45:12;4022;30
724341.25;4375384.65199999977;39;2018-03-28;00:00:05;4023;18
724478.237;4375508.886;219;2018-03-28;00:45:12;4024;60
724112.392;4369990.887;137;2018-03-28;00:45:12;4101;144
724273.197;4369840.22599999979;137;2018-03-28;00:45:12;4102;145
724434.486;4369699.318;345;2018-03-28;00:45:12;4103;164
724505.504;4369697.18499999959;165;2018-03-28;00:45:12;4104;165
724685.409;4369632.536;345;2018-03-28;00:45:12;4105;187
724868.597;4369598.343;165;2018-03-28;00:45:12;4106;101
726345.088;4374741.707;322;2018-03-27;23:45:13;4208;20
726358.576;4374783.53;48;2018-03-28;00:15:07;4209;20
726317.623;4374753.756;228;2018-03-28;00:30:14;4210;20
726311.972;4374785.264;138;2018-03-28;00:45:12;4211;60
726412.866;4374843.17899999954;54;2018-03-27;22:30:11;4212;30
726408.863;4374824.37399999984;318;2018-03-28;00:15:07;4213;20
726315.684;4369556.33299999963;211;2018-03-28;00:45:12;4301;120
726233.143;4369466.463;31;2018-03-28;00:45:12;4302;144
723997.193;4372952.47499999963;210;2018-03-28;00:45:11;3604;228
724153.831;4373247.11799999978;252;2018-03-28;00:45:11;3607;103
724108.803;4373008.967;210;2018-03-28;00:45:11;3608;103
723141.661;4372700.507;101;2018-03-28;00:45:11;3609;207
723102.389;4372851.302;101;2017-09-15;09:45:16;3610;1
723097.948;4372928.631;101;2018-03-28;00:45:11;3611;185
723422.16;4373075.262;286;2018-03-28;00:30:13;3612;20
723437.82;4373093.261;359;2018-03-28;00:45:11;3613;60
723635.799;4373090.77599999961;21;2018-03-28;00:45:11;3614;62
723755.117;4373130.234;301;2018-03-28;00:45:11;3615;228
723773.022;4373161.94199999981;31;2018-03-28;00:45:11;3616;20
723865.289;4373308.281;302;2018-03-28;00:15:06;3619;20
723865.289;4373308.281;302;2018-03-28;00:15:06;3619;20
723898.613;4373248.383;211;2018-03-28;00:45:12;3620;40
723708.654;4373135.97599999979;211;2018-03-28;00:30:13;3621;20
727975.526;4370913.148;320;2018-03-28;00:45:12;3902;103
728454.115;4370980.31699999981;221;2018-03-28;00:45:12;3903;312
725614.153;4369472.84499999974;354;2018-03-28;00:45:12;4313;354
725462.444;4369407.886;81;2018-03-28;00:30:15;4315;20
725451.507;4369425.247;284;2018-03-28;00:00:05;4316;42
725559.821;4369550.842;174;2018-03-28;00:45:12;4319;20
726379.723;4369750.933;111;2018-03-28;00:45:12;4320;250
726222.39;4369472.91299999971;30;2018-03-28;00:45:12;4322;83
726232.543;4369491.279;210;2018-03-28;00:45:12;4323;83
725601.645;4369489.331;174;2018-03-28;00:45:12;4324;271
725284.809;4369504.03;354;2015-10-16;10:45:43;4325;1400
726168.425;4369102.168;150;2018-03-28;00:45:12;4326;30
725568.978;4369454.875;306;2018-03-28;00:45:12;4327;60
725574.181;4369421.917;174;2018-03-28;00:45:12;4328;61
725915.655;4369386.32699999958;354;2018-03-28;00:30:15;4329;60
726220.465;4369400.40799999982;70;2018-03-28;00:30:15;4330;30
725077.029;4375362.79399999976;198;2018-03-28;00:45:12;4401;504
725291.178;4375431.758;198;2018-03-28;00:45:12;4402;558
725175.425;4375566.73599999957;92;2018-03-28;00:45:12;4403;78
725162.028;4375503.156;272;2018-03-28;00:30:15;4404;54
725165.92;4375576.90799999982;272;2018-03-28;00:45:12;4405;20
725052.646;4375342.78799999971;18;2018-03-28;00:45:12;4406;486
725164.219;4375355.024;308;2018-03-28;00:45:12;4407;20
726420.872;4375253.65;161;2018-03-28;00:45:12;4420;410
728415.99;4370928.89699999988;41;2018-03-28;00:45:12;3904;208
728605.707;4371110.916;220;2018-03-28;00:45:12;3905;312
728337.157;4370633.444;335;2018-03-28;00:45:12;3906;20
728151.472;4370938.821;289;2018-03-28;00:45:12;3907;40
728149.31;4370989.6;101;2018-03-28;00:45:12;3908;20
728697.688;4371170.114;40;2018-03-28;00:45:12;3913;333
728825.288;4371119.392;80;2018-03-27;23:30:14;3914;20
728778.541;4371254.638;220;2018-03-28;00:45:12;3915;355
728829.42;4371200.132;260;2018-03-28;00:15:07;3916;20
728845.316;4371226.803;80;2018-03-28;00:30:14;3917;20
727966.775;4371152.983;346;2018-03-28;00:45:12;3918;123
727978.132;4370931.98099999968;140;2018-03-28;00:45:12;3919;144
728166.121;4371104.404;346;2018-03-28;00:45:12;3920;41
728252.335;4371106.82699999958;166;2018-03-28;00:45:12;3921;81
728788.39;4371107.35699999984;164;2018-03-28;00:45:12;3922;270
728476.67;4371195.13399999961;165;2018-03-28;00:45:12;3923;290
728365.886;4371226.144;165;2018-03-28;00:45:12;3924;248
728150.062;4371286.63;161;2018-03-28;00:45:12;3925;269
728581.569;4371072.67499999981;40;2018-03-28;00:45:12;3926;291
728150.815;4371155.876;76;2018-03-28;00:45:12;3927;20
727904.216;4371374.661;161;2018-03-28;00:45:12;3928;166
728382.17;4371246.581;272;2018-03-28;00:45:12;3929;20
727975.549;4371332.082;256;2018-03-27;23:15:07;3930;40
728264.228;4371239.99299999978;255;2018-03-28;00:45:12;3931;40
726398.016;4369483.313;268;2018-03-28;00:45:12;4303;669
726417.164;4369453.655;88;2018-03-28;00:45:12;4304;355
726682.984;4369772.302;211;2018-03-28;00:45:12;4305;249
726513.236;4369733.03899999987;120;2018-03-28;00:45:12;4306;42
726501.87;4369744.275;300;2018-03-28;00:30:14;4307;20
726568.642;4369623.633;283;2018-03-28;00:45:12;4308;42
726591.001;4369676.98699999973;31;2018-03-28;00:45:12;4309;81
725408.386;4369509.604;174;2018-03-28;00:45:12;4310;208
725442.193;4369585.369;81;2018-03-28;00:45:12;4312;42
725184.885;4375268.273;92;2018-03-27;23:30:15;4408;18
725185.715;4375215.58;102;2018-03-28;00:45:12;4409;41
725662.844;4375488.968;176;2018-03-28;00:45:12;4410;484
725362.843;4375441.085;18;2018-03-28;00:45:12;4411;434
725816.475;4375435.011;344;2018-03-28;00:45:12;4412;96
725817.796;4375444.59499999974;344;2018-03-28;00:45:12;4413;410
725863.291;4375457.443;164;2018-03-28;00:45:12;4414;58
725863.291;4375457.443;164;2018-03-28;00:45:12;4414;58
726099.374;4375286.269;84;2018-03-28;00:45:12;4416;116
726398.326;4375244.88499999978;341;2018-03-28;00:45:12;4417;38
726211.487;4375276.813;244;2018-03-28;00:00:06;4418;30
726424.852;4375261.474;161;2018-03-28;00:45:12;4419;38
726808.917;4375133.48699999973;161;2018-03-28;00:45:12;4423;530
726979.125;4375054.543;341;2018-03-28;00:45:12;4424;332
727054.936;4375049.303;161;2018-03-28;00:45:12;4425;472
727329.558;4375016.34399999958;220;2018-03-28;00:45:12;4426;92
727293.094;4374977.108;40;2018-03-28;00:45:13;4427;200
727184.768;4374854.274;248;2018-03-28;00:45:13;4428;30
726520.34;4374979.58;228;2018-03-28;00:30:15;4429;62
726554.513;4374998.33;48;2018-03-27;23:00:11;4430;20
726553.505;4374972.38499999978;318;2018-03-28;00:00:06;4431;62
726517.304;4375009.31599999964;138;2018-03-28;00:00:06;4432;60
726650.973;4375122.081;228;2018-03-28;00:45:13;4433;30
726010.2;4375300.41299999971;256;2018-03-28;00:45:13;4434;112
727349.455;4374805.05599999987;122;2018-03-28;00:45:13;4435;498
726584.791;4375192.729;341;2018-03-28;00:45:12;4421;442
726726.334;4375142.438;341;2018-03-28;00:45:12;4422;390
729323.502;4370510.66199999955;84;2018-03-27;20:15:15;4501;27
729323.502;4370510.66199999955;84;2018-03-27;20:15:15;4501;27
729151.669;4370369.451;200;2018-03-28;00:45:13;4502;150
729070.626;4370326.959;20;2018-03-28;00:30:15;4503;30
728836.392;4370241.194;20;2018-03-28;00:15:08;4504;30
728818.718;4370173.973;331;2018-03-27;23:45:14;4505;60
728787.007;4370266.274;89;2018-03-28;00:45:13;4506;30
729215.404;4370069.61099999957;166;2018-03-28;00:00:06;4507;30
729286.061;4370228.302;264;2018-03-28;00:00:06;4508;60
729286.688;4370132.939;84;2018-03-28;00:15:08;4509;60
728799.339;4370179.154;332;2018-03-27;19:30:12;4510;27
723989.627;4368407.73599999957;353;2018-03-28;00:45:13;5501;20
724008.435;4368409.834;173;2018-03-27;21:45:16;5502;20
724187.365;4368387.33299999963;172;2018-03-28;00:45:13;5503;62
724223.322;4368378.536;352;2018-03-28;00:45:13;5504;20
